Date,PRECP,TMEAN,TMAX,DISCH,SEDM
9/7/1997,0.014,1.22,1.67,-46.4396,2040
9/10/1997,-0.028,0.877,1.308,-48.1388,-320
9/11/1997,0.012,1.04,1.228,-63.9962,-2780
9/12/1997,0.028,0.863,0.988,-35.6794,-1400
9/13/1997,0.048,0.347,-0.116,-30.5824,-1500
9/14/1997,-0.154,0.307,0.658,-67.9604,-3140
9/15/1997,0.038,1.29,1.304,-73.0574,-2700
9/19/1997,0.234,2.549,1.97,-61.1644,-1680
9/21/1997,0.136,2.087,1.454,-60.598,-2180
9/22/1997,0.178,2.054,1.988,-42.4752,-1280
9/25/1997,0.096,1.52,1.606,-31.7148,-1060
9/26/1997,0.056,1.362,1.414,-33.9802,-1300
9/27/1997,-0.138,0.25,0.768,-29.4494,-2040
9/28/1997,-0.028,0.401,0.244,-43.6078,-1700
9/29/1997,-0.108,0.46,0.95,-86.0832,-1840
9/30/1997,-1.22E-16,0.094,-0.35,-90.614,-1722
10/1/1997,-1.22E-16,-0.496,-0.562,-142.7168,-1812
10/2/1997,-1.22E-16,0.239,0.534,-108.7366,-1284
10/3/1997,-0.012,1.097,1.798,-127.4258,-1202
10/4/1997,0.018,0.978,0.542,-80.986,-794
10/5/1997,-1.22E-16,0.909,1.084,-35.6792,-58
10/6/1997,0.016,0.962,1.216,31.1484,364
10/7/1997,0.008,0.61,0.286,-22.0872,1244
10/8/1997,0.51,-0.035,-0.822,-9.0614,1742
10/9/1997,0.9,-0.865,-0.874,-30.016,1494
10/11/1997,0.984,0.063,-0.256,15.8574,2080
10/15/1997,0.974,0.147,-0.076,56.6336,2050
10/16/1997,0.982,0.163,-0.236,178.396,1896
10/17/1997,0.476,-0.358,-0.066,216.9068,1436
10/18/1997,0.07,0.476,0.436,225.402,1856
10/19/1997,0.014,0.319,1.012,177.2634,1316
10/20/1997,-0.002,0.021,-0.17,120.6298,1194
10/21/1997,0.002,-0.754,-0.608,8.495,0
10/22/1997,0.002,-0.743,-0.862,3.9644,440
10/23/1997,0.082,0.011,-0.038,27.7504,340
10/26/1997,0.466,-1.48,-2.172,23.2196,-40
10/28/1997,0.466,-0.513,0.334,21.5206,-100
10/29/1997,0.468,0.674,1.004,16.4236,-100
10/30/1997,0.478,1.296,1.802,35.1128,-420
11/1/1997,0.616,-0.716,-0.486,12.4594,180
11/2/1997,0.04,-0.681,-0.312,-35.1128,-420
11/3/1997,-0.136,-2.226,-3.052,-50.4038,-900
11/8/1997,-0.164,-3.097,-3.078,-39.077,-1028
11/9/1997,-0.126,-3.37,-3.812,-114.3998,-1258
11/10/1997,-0.222,-2.757,-2.908,-95.7108,-1326
11/11/1997,-0.21,-2.229,-2.282,-35.1126,-380
11/12/1997,0.086,-1.326,-1.54,-14.1584,122
11/15/1997,0.04,-1.464,-2.298,-35.1128,296
11/16/1997,-0.018,-1.901,-2.414,-16.4238,888
11/17/1997,-0.142,-0.564,-0.622,27.1842,1224
11/18/1997,0.048,0.469,0.238,-5.0972,582
11/19/1997,-0.044,0.844,1.002,-16.4236,678
11/20/1997,0.216,1.391,1.65,19.8218,838
11/21/1997,0.13,1.509,1.506,13.0258,-326
11/22/1997,-6.66E-17,0.799,0.8,-50.9702,-1082
11/23/1997,-0.018,-0.323,-0.272,-44.7406,-228
11/24/1997,-0.034,-0.299,-0.12,6.796,1158
11/25/1997,-0.228,0.822,1.358,-44.1744,552
11/26/1997,-0.11,0.862,1.166,-53.802,724
11/27/1997,0.43,0.34,0.144,-4.5308,338
12/2/1997,0.458,0.965,0.98,2.2654,100
12/5/1997,0.126,-0.092,-0.432,-72.4912,-1494
12/6/1997,0.092,-1.05,-1.428,1.699,-826
12/7/1997,0.092,-0.332,-0.03,63.4296,-274
12/9/1997,0.174,0.311,0.778,41.9088,160
12/11/1997,0.152,0.274,0.554,48.1384,292
12/12/1997,0.278,0.605,1.304,101.3742,672
12/13/1997,0.3,0.38,1.23,58.899,496
12/14/1997,0.294,0.256,0.746,22.6534,538
12/15/1997,-0.21,0.707,1.488,19.8218,722
12/16/1997,-0.218,0.84,1.498,18.6892,310
12/17/1997,-0.012,0.953,1.17,4.5306,740
12/18/1997,0,1.434,1.964,18.1228,2448
12/19/1997,-0.012,1.422,1.974,-6.796,1624
12/23/1997,-0.43,0.855,1.236,-37.9444,1400
12/26/1997,-0.45,0.784,1.346,-48.7046,1460
12/27/1997,-0.436,0.693,1.514,-15.2908,880
12/28/1997,-0.344,0.212,0.466,-26.6176,-940
12/29/1997,-0.096,-0.263,-0.202,-31.1484,-486
12/30/1997,0.436,-0.199,0.004,-31.7148,-400
12/31/1997,-0.012,-0.896,-1.154,-26.618,-40
1/1/1998,-0.026,0.518,0.944,-20.388,220
1/16/1998,0.148,0.606,0.834,7.9288,2060
1/17/1998,-0.33,1.47,2.398,54.9348,2266
1/20/1998,-0.396,1.83,2.498,126.2932,2180
1/21/1998,0.158,2.983,3.474,97.4102,-80
1/22/1998,0.198,1.854,1.712,43.0416,-1780
1/23/1998,-0.19,1.488,1.492,44.1742,-2500
1/24/1998,0.154,0.25,-0.062,54.3684,-2000
1/25/1998,-0.036,0.633,0.942,-7.3624,-3540
1/26/1998,-0.064,0.461,0.38,39.6434,-760
1/27/1998,-0.162,1.107,1.556,31.1486,700
1/28/1998,-0.046,1.597,2.554,16.9902,-1400
1/29/1998,-0.158,1.678,2.178,-24.3526,-2020
1/30/1998,0.01,0.723,0.476,0.5664,1140
1/31/1998,-0.062,0.525,1.546,15.2912,1300
2/1/1998,0.12,0.189,0.418,8.495,-360
2/2/1998,-4.44E-17,-0.875,-1.178,0,220
2/3/1998,-0.002,-0.352,-0.272,6.7962,-500
2/4/1998,-0.01,-0.604,-1.242,50.9702,220
2/5/1998,0.022,-0.921,-1.994,32.8474,1640
2/6/1998,-0.128,-0.954,-1.618,61.7306,2840
2/7/1998,-4.44E-17,0.156,0.054,39.6436,2560
2/8/1998,-4.44E-17,0.071,-0.078,61.1642,3540
2/9/1998,0.1,0.713,1.684,-6.2296,1140
2/14/1998,0.02,1.179,2.44,-24.3524,-3800
2/15/1998,0.298,1.042,1.876,-118.9306,-5640
2/19/1998,0.16,0.594,1.11,-96.8438,-6860
2/20/1998,-0.014,0.532,1.292,-104.206,-7300
2/21/1998,-0.134,0.353,1.04,-79.2872,-7400
2/22/1998,-0.076,0.199,0.678,-62.2972,-6440
2/23/1998,-0.326,0.499,1.416,56.6336,-4040
2/24/1998,-0.186,1.076,1.74,96.2772,520
2/25/1998,0.036,1.392,2.086,90.614,1760
3/4/1998,0.112,1.517,2.196,62.297,40
3/6/1998,-0.046,1.89,2.928,45.307,1680
3/20/1998,-0.084,0.806,1.436,-5.6634,880
3/26/1998,0.094,1.244,1.34,-5.6632,300
4/9/1998,0.234,0.05,-0.75,22.6534,-800
4/10/1998,-0.062,0.302,0.052,45.307,-400
4/17/1998,-0.05,-0.187,-0.326,107.604,1000
4/18/1998,-0.016,0.61,0.552,135.9208,800
4/20/1998,-0.036,-0.055,0.256,28.3166,1200
4/22/1998,-0.162,1.314,2.32,-67.9606,0
4/23/1998,-0.142,1.466,1.992,-130.2578,3800
4/26/1998,-0.498,1.423,1.17,-226.535,4000
5/4/1998,-0.55,1.777,1.874,-209.5448,6800
5/5/1998,-0.66,1.889,2.626,-186.8912,2400
5/9/1998,-0.614,1.557,2.236,-130.2576,1600
5/11/1998,-0.428,1.031,1.322,-84.9506,-1200
5/15/1998,0.34,0.976,1.398,-33.9802,-1200
5/16/1998,0.11,0.022,0.622,-101.9406,-4600
5/24/1998,0.264,-1.117,-0.824,-96.2772,-800
5/25/1998,-0.344,-1.61,-1.518,-73.6236,-200
5/26/1998,-0.674,-1.644,-1.532,-33.98,1000
5/30/1998,-0.878,-1.405,-1.486,-50.9702,-2200
5/31/1998,-0.592,-0.906,-1.158,-90.614,-3000
6/1/1998,-0.884,-1.2,-1.344,-101.9406,-6480
6/2/1998,-0.35,0.166,0.144,-84.9506,-5100
6/17/1998,-0.206,0.486,0.86,-73.6238,-4700
6/26/1998,-0.186,0.274,1.02,-79.2872,-1300
6/27/1998,-0.15,0.285,0.81,5.6634,-500
7/2/1998,0.156,1.656,1.844,118.9306,-20
7/6/1998,0.198,1.456,2.012,101.9406,400
7/12/1998,0.044,0.76,1.206,33.98,-2600
7/14/1998,-0.04,0.554,1.028,0,-5400
7/15/1998,-0.072,0.599,1.144,-45.307,-4600
7/16/1998,-0.282,0.447,1.164,-181.2278,-3200
7/21/1998,-0.106,-0.19,0.284,-271.8416,-3600
7/24/1998,0.228,-0.152,-0.032,-220.8712,-1160
8/2/1998,-0.044,-0.33,-0.078,-214.6416,-120
8/7/1998,0.12,-0.316,-0.162,-129.691,80
8/9/1998,-0.106,-0.373,-0.01,-27.7504,1380
8/10/1998,-0.136,-0.154,0.468,68.5268,1380
8/11/1998,0.154,-0.096,0.162,34.5466,1400
8/12/1998,-0.058,-0.032,0.174,62.297,1960
8/13/1998,-0.174,-0.197,-0.018,5.6634,1920
8/14/1998,0.012,-0.292,-0.16,-84.9504,-1560
8/15/1998,-0.138,-0.349,-0.338,-96.2772,-1880
8/16/1998,-0.26,0.113,0.334,-101.9406,-2120
8/18/1998,0.102,0.728,0.9,-125.1604,-2800
8/20/1998,0.044,0.453,1.044,-87.216,-4380
8/22/1998,0.086,0.525,0.978,-78.1546,-2400
8/23/1998,0.004,0.804,1.044,-134.222,-2500
8/24/1998,-0.13,0.895,1.402,-97.9764,-2320
8/25/1998,0.03,-0.014,0.082,-23.2198,-1260
8/26/1998,-2.66E-16,0.043,-0.01,-35.1128,-260
8/27/1998,0.028,0.175,-1.07E-15,-28.317,-820
8/28/1998,0.224,-0.636,-0.968,56.0674,280
8/29/1998,0.012,-0.833,-0.968,118.3644,880
8/30/1998,0.048,-0.109,0.322,154.6098,1460
9/4/1998,0.074,0.341,0.448,152.9108,3580
9/5/1998,0.034,0.461,0.77,183.4932,3780
9/6/1998,-0.128,0.682,1.12,157.4414,2680
9/7/1998,0.068,0.177,0.364,56.0672,800
9/8/1998,-0.008,-1.229,-1.682,-27.1842,-860
9/9/1998,-2.81E-16,-1.562,-1.67,-26.6178,-1040
9/10/1998,0.002,-1.773,-1.812,5.097,-520
9/11/1998,-0.022,-1.224,-0.782,-14.7246,-760
9/12/1998,-0.004,-0.347,-0.19,-6.2296,200
9/19/1998,0.084,1.104,1.786,-69.0932,-1420
9/21/1998,-0.018,0.581,0.9,-82.119,-1820
9/22/1998,-0.408,-0.108,0.126,-94.5784,-1320
9/23/1998,-0.612,-1.027,-0.934,-97.9764,-780
9/26/1998,-0.846,-1.497,-1.16,-94.012,-1100
9/27/1998,-0.884,-1.614,-1.428,-28.3168,640
9/28/1998,-0.742,-1.483,-1.086,-26.0514,700
9/29/1998,-0.188,-0.802,-0.298,-14.1584,-240
9/30/1998,-0.096,-0.833,-1.068,-2.2654,-940
10/1/1998,0.008,-2.223,-2.412,79.287,-420
10/3/1998,-0.176,-1.562,-1.608,113.8336,-460
10/11/1998,-0.22,-0.681,-0.726,60.5978,-2900
10/12/1998,-0.384,-0.789,-1.434,-36.812,-4860
10/13/1998,-0.272,-0.684,-0.452,-31.1486,-3640
10/14/1998,-0.098,0.796,1.124,-69.6594,-4260
10/15/1998,0.22,0.838,0.872,-118.9308,-4460
10/16/1998,0.482,0.921,0.934,-71.9248,-2100
10/21/1998,0.602,0.658,0.846,72.491,-860
10/25/1998,0.602,1.648,1.368,-31.7148,-3560
10/27/1998,0.732,1.77,1.222,-98.5426,-4080
10/28/1998,0.952,1.304,0.518,-70.792,-3060
10/31/1998,0.726,0.383,-0.474,-59.4652,-1920
11/8/1998,0.108,1.027,-0.012,-159.1404,-3440
11/9/1998,0.5,1.463,0.916,-33.4138,-1860
11/13/1998,0.322,1.443,0.66,-64.5624,-3200
11/18/1998,0.004,1.821,1.654,-62.297,-4580
11/19/1998,0.328,1.741,0.896,-70.2258,-6820
11/20/1998,0.424,0.75,0.62,-49.8378,-4940
11/21/1998,-0.002,-0.196,-0.326,-90.614,-5060
11/22/1998,-2.85E-16,0.512,0.632,-53.2356,-3600
11/23/1998,-0.078,0.086,-0.24,-80.9862,-3700
11/24/1998,-0.436,0.2,0.812,-93.4456,-4280
11/25/1998,0.042,1.319,1.468,-61.1642,-3480
11/26/1998,-2.44E-16,0.971,1.134,-60.0316,-2500
11/27/1998,-2.50E-16,0.443,0.456,-42.4752,-1940
11/28/1998,0.064,0.628,0.846,-26.6178,-1560
11/29/1998,0.064,1.877,1.244,-5.6634,-740
12/2/1998,-0.008,1.518,1.114,-19.822,-1300
12/4/1998,0.204,1.831,0.976,11.893,-640
12/5/1998,0.106,1.069,0.878,12.4592,-1500
12/9/1998,0.036,0.809,0.878,-54.9348,-1840
12/11/1998,0.042,0.18,0.994,-62.8634,-3300
12/12/1998,0.068,-0.017,0.562,-28.3168,-2320
12/13/1998,-0.04,0.21,1.23,-54.3684,-2960
12/14/1998,-0.008,0.708,1.41,-46.4396,-2020
12/15/1998,-0.002,0.671,1.396,12.4594,-1880
12/16/1998,0.124,0.357,-0.064,7.3624,-220
12/17/1998,0.112,-0.091,-0.212,-35.113,-780
12/20/1998,-0.024,-0.447,-0.964,-28.8834,-640
12/21/1998,0.324,-1.809,-2.01,-45.307,-580
12/23/1998,0.326,-1.602,-1.778,9.0614,-220
12/24/1998,0.192,-1.06,0.066,-75.8892,-502
12/25/1998,0.192,-0.205,0.846,-131.9564,-742
12/26/1998,0.294,0.255,1.056,-149.5126,-1084
12/27/1998,0.01,2.409,2.554,-70.792,-1028
12/28/1998,0.002,1.726,1.802,-124.594,-860
12/29/1998,0.072,0.222,0.228,-62.297,-316
12/30/1998,0.524,-1.371,-2.058,-9.6276,66
12/31/1998,0.02,-1.14,-1.528,25.485,276
1/4/1999,0.108,-3.44,-3.366,7.9286,900
1/5/1999,0.016,-2.6,-1.5,29.4494,1312
1/8/1999,-0.13,-0.701,0.324,65.695,730
1/9/1999,-0.906,-0.788,0.966,53.2356,268
1/10/1999,-0.368,-0.297,1.924,58.899,360
1/11/1999,0.024,1.868,4.216,14.7248,-440
1/13/1999,-0.21,0.067,1.548,7.3624,-920
1/14/1999,-0.51,-1.024,0.33,2.2654,-600
1/15/1999,-0.166,1.041,3.104,33.4138,-60
1/19/1999,-0.154,-0.177,1.326,7.9286,-140
1/20/1999,-0.616,-0.739,0.38,-19.2556,-20
2/2/1999,-0.264,0.326,1.516,-70.2258,-180
2/5/1999,0.438,1.349,3.196,-11.8932,-20
2/13/1999,0.378,0.225,1.324,53.2354,-2260
2/15/1999,0.492,1.147,2.472,42.475,-820
2/18/1999,0.66,0.708,1.708,50.97,-700
2/19/1999,0.502,1.416,2.198,113.267,-2460
2/20/1999,0.186,0.439,0.378,62.2968,-2080
2/21/1999,0.138,0.323,0.332,-73.624,-520
2/22/1999,0.12,-0.596,-0.792,-90.6138,-4200
2/23/1999,0.382,-0.151,-0.364,-90.6138,-5560
2/24/1999,0.058,-0.213,-0.162,-152.911,-6360
2/25/1999,-0.058,0.657,1.146,-232.198,-8680
2/26/1999,0.06,1.166,1.672,-175.5642,-6560
2/27/1999,0.344,2.167,2.398,-135.9208,-4700
2/28/1999,-0.574,1.108,1.554,-158.5742,-4540
3/1/1999,-0.092,0.756,1.558,-141.584,-2380
3/4/1999,0.174,0.876,2.058,-50.9702,1540
3/7/1999,0.06,0.673,1.824,-33.98,1360
3/10/1999,-0.558,-0.207,1.468,-62.2968,820
3/11/1999,-0.084,0.731,2.682,-45.3068,460
3/12/1999,-0.102,0.681,1.926,-11.3266,280
3/13/1999,-0.208,0.078,0.166,11.3268,-1240
3/14/1999,-0.16,0.32,0.896,28.3168,-1620
3/15/1999,-0.012,0.617,1.348,-22.6536,-1960
3/16/1999,-0.012,1.72,2.926,-16.99,-1500
3/17/1999,-0.014,2.163,2.642,-28.3168,-840
3/18/1999,-0.068,0.981,1.652,-67.9604,-620
3/19/1999,-0.05,0.729,0.804,-5.6634,380
3/21/1999,-0.004,0.208,-0.19,39.6436,4160
3/25/1999,-0.006,-1.728,-2.776,45.3068,2480
3/26/1999,-0.006,-2.259,-2.722,11.3266,2620
3/27/1999,0.034,-0.481,-0.392,-5.6634,220
3/30/1999,0.034,-0.023,0.102,-135.9208,-2440
3/31/1999,0.04,0.34,0.388,-101.9406,-5340
4/1/1999,0.082,1.758,1.778,-141.5842,-2740
4/2/1999,0.296,2.633,2.36,-96.2772,-2800
4/5/1999,0.728,2.436,2.434,-84.9506,-1160
4/7/1999,0.79,2.705,3.344,-11.327,880
4/23/1999,0.724,1.284,2.322,16.9898,2280
4/24/1999,0.892,0.405,1.518,84.9502,780
4/30/1999,0.672,-0.81,0.85,124.5936,-980
5/1/1999,0.2,-0.923,0.486,181.2274,700
5/2/1999,0.146,-1.328,-0.672,175.5642,-1600
5/8/1999,0.2,0.503,1.468,107.604,-3800
5/10/1999,-0.006,1.344,2.286,67.9604,-1600
5/14/1999,-0.14,2.208,3.676,16.9902,380
5/16/1999,-0.586,2.594,3.578,-33.9802,-20
5/17/1999,-0.71,2.053,3.086,-45.307,180
5/20/1999,-0.702,1.429,2.126,28.3166,-220
5/26/1999,-0.706,0.592,1.356,50.97,-1820
5/28/1999,-0.566,0.533,0.302,67.9602,-3800
5/29/1999,-0.118,-0.246,-0.03,90.6136,-2600
6/3/1999,-0.004,0.256,0.734,62.297,-1600
6/5/1999,-0.436,0.651,0.974,-11.3268,-1200
6/6/1999,-0.546,0.89,1.202,-22.6534,-600
6/7/1999,-0.436,0.567,0.934,-45.3068,1200
6/12/1999,-0.252,0.556,0.324,-79.2868,1200
6/28/1999,-0.024,0.426,-0.196,-118.9304,-480
7/8/1999,0.482,0.56,0.044,-84.9502,-960
7/11/1999,0.424,0.01,-0.186,-124.5938,-1420
7/12/1999,0.314,0.139,0.2,-158.5742,-2220
7/13/1999,0.146,0.618,1.022,-198.2178,-5780
7/14/1999,-0.092,0.671,1.432,-192.5546,-5860
7/15/1999,-0.164,0.74,1.43,-254.8516,-5660
7/16/1999,0.06,1.817,1.92,-254.8514,-5800
7/17/1999,0.426,1.504,1.202,-243.5246,-5520
7/18/1999,0.07,1.342,1.158,-203.8812,-4660
7/19/1999,0.266,1.308,1.174,-141.584,-2480
7/20/1999,0.32,0.961,0.572,-84.9504,-1200
7/21/1999,-0.014,0.432,0.3,-5.6634,-80
7/22/1999,-0.418,0.599,0.712,45.3068,440
7/23/1999,0.074,0.511,0.64,56.6336,440
7/24/1999,-0.24,0.505,0.392,-5.6634,-60
7/25/1999,-0.284,0.144,0.626,56.6336,2100
7/26/1999,0.148,0.181,0.528,96.2772,2100
7/28/1999,-0.032,0.449,1.596,152.911,2620
7/31/1999,0.212,-0.25,0.548,192.5546,4760
8/1/1999,-0.072,-0.802,-0.006,288.8318,6580
8/2/1999,-0.082,-1.184,-0.684,277.505,5220
8/3/1999,-0.246,-0.985,-0.472,181.2278,2280
8/4/1999,-0.024,-1.254,-1.432,45.307,620
8/5/1999,-0.424,-1.013,-0.828,-84.9504,-3780
8/9/1999,-0.102,-0.99,-0.578,-169.901,-6360
8/10/1999,-0.096,0.181,0.938,-277.5048,-8520
8/11/1999,-0.068,-0.098,0.366,-317.1484,-6620
8/14/1999,-0.176,-0.57,0.01,-243.5246,-5400
8/15/1999,-0.178,-0.167,0.766,-171.6,-4620
8/16/1999,-0.084,0.806,2.004,-145.5484,-5320
8/17/1999,-0.034,0.855,1.21,-86.6494,-3120
8/18/1999,0.234,0.567,1.166,-33.4138,-2900
8/19/1999,-0.002,0.505,0.386,-81.5526,-3500
8/20/1999,-3.13E-16,0.159,-0.16,-103.6396,-2520
8/21/1999,-0.002,-0.392,-1.062,-78.7208,-1880
8/22/1999,0.002,-0.891,-1.162,-72.4912,-1560
8/25/1999,-0.62,-0.138,-0.378,-44.7406,-1740
8/26/1999,-0.328,0.65,1.154,-1.699,-580
8/27/1999,-0.324,1.187,1.464,53.802,180
8/28/1999,-0.324,1.262,1.644,32.2812,640
8/29/1999,-0.356,1.309,1.49,47.006,-900
8/30/1999,-0.014,-0.445,-0.516,20.9544,-420
8/31/1999,-3.11E-16,-0.627,-0.55,3.9644,-1200
9/1/1999,0.014,-0.506,0.224,-24.3524,-540
9/2/1999,0.018,0.383,0.114,-32.2812,-780
9/3/1999,-0.026,0.318,0.208,-67.9604,-460
9/4/1999,-0.034,1.324,1.94,-97.4098,-520
9/5/1999,0.032,0.998,0.994,-117.2316,-620
9/6/1999,-0.014,-0.021,-0.766,-100.808,-1400
9/7/1999,0.004,-0.81,-0.368,-130.2576,-1540
9/8/1999,0.146,-1.023,-1.026,-63.996,-1180
9/9/1999,-3.11E-16,-1.42,-1.588,-47.006,-700
9/10/1999,-0.032,-0.917,-0.56,-60.598,-940
9/11/1999,0.076,0.065,-0.146,-74.19,-920
9/14/1999,0.056,0.129,-0.15,-51.5366,-380
9/15/1999,-0.072,0.33,0.224,-64.5624,-320
9/16/1999,0.076,0.339,0.174,-69.0932,-620
9/17/1999,0.076,0.185,-0.074,-0.0002,300
9/18/1999,0.008,0.565,1.022,6.2296,120
9/21/1999,-0.1,-0.397,-0.124,85.5168,740
9/22/1999,-0.098,0.044,1.028,-5.6634,60
9/23/1999,-0.098,1.081,2.314,28.3168,180
9/24/1999,-0.094,1.536,2.238,10.7604,-600
9/25/1999,-0.106,1.019,1.976,19.8218,-240
9/26/1999,0.042,2.09,2.386,-55.501,-500
10/1/1999,0.098,2.073,2.09,-44.1744,800
10/3/1999,0.354,1.869,2.25,-70.792,660
10/5/1999,0.068,1.94,3.716,-79.287,680
10/6/1999,0.078,2.264,3.472,-81.5524,440
10/7/1999,0.368,2.161,3.98,-87.2158,-80
10/11/1999,0.264,0.851,2.684,-2.2652,-860
10/12/1999,0.008,1.019,2.702,2.2654,-840
10/13/1999,0.29,-0.588,-0.606,3.9644,-80
10/14/1999,0.292,-1.39,-0.92,9.0614,-160
10/18/1999,-0.172,-1.989,-1.464,48.7052,516
10/19/1999,-0.122,-0.709,-0.152,0.0002,36
10/20/1999,-0.118,-1.474,-1.57,28.317,296
10/21/1999,-0.124,0.647,1.708,18.6892,-84
10/22/1999,-0.132,0.281,0.28,-23.2198,-226
10/23/1999,-3.11E-16,-0.253,-0.508,-10.7604,-280
10/24/1999,-0.002,-0.881,-0.776,-8.4952,92
10/25/1999,-0.006,0.611,1.222,-7.3624,-160
10/26/1999,0.002,-0.167,-0.238,6.2296,-150
10/27/1999,-3.11E-16,1.096,2.1,61.7308,342
10/28/1999,-3.11E-16,2.55,3.136,-13.0258,-178
10/29/1999,-3.11E-16,2.543,2.222,22.6536,28
10/30/1999,0.002,1.471,0.87,23.2198,220
10/31/1999,0.038,1.284,0.802,-13.0256,-168
11/3/1999,0.042,1.007,1.108,6.7962,-148
11/4/1999,0.04,1.45,1.992,50.9704,-146
11/5/1999,0.04,2.543,3.594,40.21,-268
11/6/1999,0.042,2.865,3.452,16.4238,-244
11/7/1999,-3.11E-16,2.416,3.076,45.307,148
11/8/1999,-0.002,2.323,2.176,-22.0872,-212
11/9/1999,-3.11E-16,1.355,0.974,-26.6178,72
11/10/1999,0.012,0.102,-0.47,-28.3168,240
11/11/1999,-0.004,-1.342,-2.116,-29.4494,52
11/12/1999,-3.11E-16,-0.307,-0.062,32.8476,202
11/13/1999,-3.11E-16,-0.17,0.016,7.9288,96
11/14/1999,-3.11E-16,-1.422,-1.504,14.7248,36
11/15/1999,-0.012,-1.85,-1.666,1.699,-316
11/16/1999,0.02,-0.678,-0.174,40.2098,-12
11/17/1999,0.012,-1.415,-1.602,-37.9446,-376
11/18/1999,0.002,-0.483,-0.634,52.6692,432
11/19/1999,0.04,-0.338,-0.504,10.194,64
11/20/1999,-3.11E-16,-0.287,-0.6,-13.0258,-96
11/21/1999,-0.018,0.327,0.576,11.3268,-60
11/23/1999,0.308,0.52,1.368,-33.4138,-186
11/25/1999,0.328,-0.855,-0.298,-61.1642,-688
11/26/1999,0.28,0.488,2.19,-63.4296,-622
11/27/1999,0.32,1.559,2.964,13.5922,-20
11/28/1999,0.318,0.382,1.112,-45.3068,-254
11/29/1999,-3.11E-16,-0.424,-0.28,37.9446,254
11/30/1999,-0.01,-0.951,-0.756,15.8574,348
12/1/1999,0,-0.304,-0.32,89.4812,768
12/2/1999,0.064,0.414,0.688,-8.495,0
12/7/1999,0.064,1.889,2.762,82.6852,424
12/8/1999,0.59,2.417,2.936,37.3782,262
12/11/1999,0.224,2.79,3.744,90.6138,576
12/12/1999,0.398,2.197,2.164,49.2712,428
12/13/1999,-0.026,0.981,1.186,53.2356,1002
12/14/1999,0.104,-0.027,-0.152,-49.2714,380
12/15/1999,-0.148,-0.382,-0.796,-49.8378,-52
12/16/1999,-0.192,-0.464,-0.944,-67.9604,-286
12/17/1999,-0.376,-0.144,0.208,-25.4852,-12
12/18/1999,-0.016,-0.538,-0.756,-4.5308,-178
12/19/1999,-0.144,-0.215,-0.152,27.1842,288
12/20/1999,-0.408,-0.708,-0.462,-26.6178,234
12/21/1999,-0.016,-0.684,-0.876,-59.4654,52
12/22/1999,0.01,-1.024,-1.068,-106.4712,-444
12/23/1999,0.04,-0.662,-0.532,-75.889,-108
12/24/1999,0.016,-1.144,-1.256,-66.8278,320
12/25/1999,-0.018,0.248,1,-3.398,686
12/26/1999,0.002,0.989,1.108,-11.3266,40
12/27/1999,-0.004,0.088,0.204,18.1228,448
12/28/1999,-0.046,0.683,1.322,-7.9288,242
12/29/1999,-0.024,1.947,2.308,-15.291,-482
12/30/1999,0.002,0.877,0.17,37.3782,-140
12/31/1999,-0.002,0.682,1.088,63.4296,724
1/1/2000,-0.008,1.193,1.288,54.9346,440
1/2/2000,0.128,1.589,1.572,97.41,496
1/5/2000,0.118,1.021,1.74,102.507,782
1/6/2000,0.116,2.437,3.64,94.5784,600
1/7/2000,0.118,1.834,2.658,11.8932,-228
1/8/2000,0.62,1.903,2.296,22.6536,190
1/9/2000,0.11,2.12,2.572,5.6634,118
1/10/2000,0.092,1.775,1.816,-31.1486,-424
1/11/2000,0.004,-0.179,-0.494,-82.6852,-658
1/12/2000,-2.71E-16,0.804,1.444,64.5624,488
1/14/2000,-0.506,1.318,2.71,35.113,870
1/15/2000,-0.12,1.047,2.284,13.0258,122
1/16/2000,-0.048,0.636,1.39,-24.9186,-416
1/17/2000,0.528,0.774,1.026,32.8476,-298
1/19/2000,0.886,0.283,-0.4,-41.9088,-682
1/21/2000,0.9,0.917,0.314,-19.2554,-1376
1/22/2000,1.04,0.621,-0.69,6.796,-400
1/23/2000,0.872,-0.146,-0.742,15.8574,406
1/24/2000,0.352,0.383,0.912,-13.0256,356
1/25/2000,0.022,0.422,0.396,-16.4238,94
1/26/2000,-0.016,-1.223,-1.35,-10.7604,6
1/27/2000,-0.156,-1.449,-0.92,15.8576,-154
1/28/2000,0.2,-0.29,-0.708,68.5268,-94
1/31/2000,0.154,0.046,-0.078,65.6952,10
2/1/2000,0.154,0.196,0.49,62.2972,144
2/2/2000,0.174,0.808,1.146,37.9446,104
2/3/2000,0.216,1.578,1.394,5.6634,208
2/4/2000,-0.07,0.519,0.436,-48.705,412
2/5/2000,-3.59E-16,0.655,0.456,-18.1228,442
2/6/2000,-0.022,1.168,1.284,31.1484,696
2/7/2000,-0.02,0.969,0.74,17.5564,618
2/8/2000,-0.056,-0.096,0.15,24.9188,-28
2/9/2000,-0.008,1.964,3.346,37.3782,-564
2/10/2000,0.172,1.908,2.48,-3.398,-568
2/12/2000,0.012,1.309,2.426,9.628,-108
2/15/2000,-0.008,2.353,4.276,29.4496,276
2/16/2000,-0.014,1.722,3.038,1.6992,800
2/20/2000,0.002,1.173,2.24,34.5468,426
