Date,PRECP,TMEAN,TMAX,DISCH,SEDM
6/30/2005,-0.258,0.278,0.318,-22.6534,-780
7/1/2005,-0.062,-0.668,-0.776,-16.99,160
7/2/2005,-0.39,-1.058,-0.76,0,540
7/3/2005,-0.004,-0.418,0.358,28.3168,2280
7/6/2005,-0.002,-0.856,-0.16,5.6634,1220
7/7/2005,-0.078,-0.676,0.134,-16.99,300
7/8/2005,-0.004,0.395,1.352,-28.883,40
7/9/2005,0.004,1.046,1.796,-59.4652,-480
7/10/2005,-0.002,0.286,0.5,-88.3484,-1420
7/14/2005,-0.158,0.771,0.916,-94.5782,-1060
7/15/2005,-0.062,0.57,0.764,-104.206,-1380
7/16/2005,-0.36,0.818,1.298,-113.2674,-2100
7/17/2005,-0.368,0.712,1.03,-73.6238,-2000
7/20/2005,-0.522,1.247,1.658,-48.705,-1642
7/21/2005,-0.378,1.031,1.338,-32.281,-1040
7/22/2005,-0.472,1.119,1.434,-7.3624,-828
7/23/2005,-0.168,0.69,0.912,-7.3624,-270
7/24/2005,-0.164,1.02,1.378,1.699,120
7/25/2005,-0.012,0.49,0.63,45.307,822
7/29/2005,-0.002,0.781,1.198,18.6892,138
7/30/2005,-0.002,0.968,1.116,-13.592,194
7/31/2005,0.008,0.862,0.514,-3.3978,60
8/1/2005,-0.002,0.767,0.752,-20.388,-224
8/2/2005,-0.002,1.098,1.318,-73.6236,-816
8/3/2005,0.052,1.043,0.892,-55.501,-562
8/6/2005,0.192,0.919,0.934,-24.3522,-404
8/7/2005,-0.116,1.289,1.714,15.8574,-172
8/8/2005,-0.11,1.122,1.192,-37.9444,-602
8/9/2005,0.028,1.184,1.272,49.2714,106
8/10/2005,0.198,1.043,1.234,55.501,454
8/11/2005,0.082,0.799,1,42.4752,248
8/20/2005,0.074,0.247,-0.032,-3.9642,76
8/21/2005,0.086,-0.014,0.018,78.1546,920
8/22/2005,-0.032,-0.553,-0.822,16.4238,876
8/23/2005,-0.098,-1.382,-1.346,48.705,776
8/24/2005,0.05,-1.222,-1.176,42.4752,976
8/28/2005,0.3,-0.784,-0.276,81.5524,996
8/29/2005,0.54,-0.892,-0.598,97.4096,824
8/30/2005,0.294,-1.039,-1.004,43.6078,170
8/31/2005,0.124,-0.616,-0.208,1.1326,-58
9/1/2005,-0.046,-0.245,-0.3,53.802,302
9/2/2005,-7.87E-16,-0.437,-0.204,37.9444,338
9/3/2005,-0.244,-0.174,0.052,-32.2812,-194
9/4/2005,-0.016,0.575,1.1,-7.3624,-180
9/5/2005,-0.002,0.219,0.19,23.7862,166
9/6/2005,-0.004,-0.149,0.416,-20.9546,-220
9/7/2005,0.004,0.191,0.102,-22.6534,-196
9/8/2005,0.128,0.327,0.174,5.0972,72
9/9/2005,0.05,0.306,0.078,14.7248,212
9/10/2005,-8.22E-16,0.682,0.538,-5.6634,-86
9/11/2005,0.008,0.451,0.116,32.8476,76
9/12/2005,-0.004,0.042,0.198,28.8832,58
9/15/2005,-0.044,-0.86,-0.99,-16.9902,-220
9/17/2005,-0.106,-1.009,-0.464,-9.0614,-376
9/18/2005,0.47,-0.221,0.156,7.3624,58
9/22/2005,0.492,0.582,0.934,50.404,560
9/23/2005,0.698,0.012,-0.394,105.3386,926
9/24/2005,0.522,1.159,1.53,158.5744,1236
9/27/2005,0.518,0.79,1.17,124.0278,1004
9/30/2005,-0.008,0.484,1.044,125.1604,556
10/1/2005,-0.038,0.613,1.39,105.3388,-128
10/2/2005,-0.18,2.219,3.134,32.2814,920
10/3/2005,-0.144,2.208,2.288,22.6534,784
10/4/2005,-8.88E-16,2.569,2.234,67.9604,720
10/5/2005,0.226,1.854,1.662,83.818,834
10/7/2005,0.132,0.698,0.584,50.9704,1640
10/8/2005,0.072,-0.049,0.544,53.802,300
10/9/2005,0.128,-0.252,0.648,54.9348,-80
10/10/2005,0.128,0.076,0.856,60.5982,220
10/11/2005,-0.098,0.741,0.87,-12.4594,-380
10/12/2005,0.026,1.378,1.656,-73.6238,-1400
10/13/2005,0.044,1.278,1.166,-100.808,-1320
10/14/2005,0.014,1.275,1.656,-5.097,-40
10/15/2005,0.002,0.46,0.542,25.485,180
10/16/2005,0.002,-0.293,0.476,1.699,720
10/17/2005,-0.03,0.285,0.954,45.3068,1280
10/18/2005,-0.044,0.203,0.624,151.7782,1440
10/22/2005,-0.132,-0.108,0.278,23.2196,-60
10/23/2005,-0.27,-0.515,-0.286,-56.0674,-960
10/24/2005,-0.396,-0.092,0.034,-37.3784,-1780
10/25/2005,-0.404,-0.786,-0.516,-6.2298,-1920
10/26/2005,-0.402,-0.71,0.004,-109.8694,-2620
10/27/2005,-0.286,-0.259,-0.176,-77.588,-2040
10/28/2005,-0.136,0.455,1.134,-35.1128,-1080
10/29/2005,-0.008,0.561,1.326,-58.3326,-640
10/30/2005,0.266,0.635,1.196,-143.2832,-1188
11/2/2005,0.272,1.404,2.144,-143.2832,-1266
11/3/2005,0.266,1.539,1.892,-153.4774,-1440
11/4/2005,0.268,1.852,1.826,-110.4358,-1328
11/7/2005,0.148,1.966,2.158,-94.012,-468
11/10/2005,-0.116,0.524,0.392,-51.5366,-218
11/11/2005,-0.124,0.752,0.732,-26.0516,276
11/12/2005,0.28,0.424,0.242,-11.3268,604
11/13/2005,-0.106,-0.252,-0.08,-90.614,106
11/17/2005,0.012,-0.55,-0.73,5.0968,-72
11/18/2005,0.014,1.853,2.152,77.0216,476
11/19/2005,0.024,1.644,1.772,66.2614,252
11/20/2005,-0.368,1.128,1.174,83.8178,480
11/21/2005,-0.002,1.533,2.132,96.8436,842
11/22/2005,-0.002,1.207,1.162,46.4396,702
11/23/2005,-0.004,0.981,1.11,-48.705,46
11/25/2005,-0.014,-0.021,-0.478,-57.2,2
11/26/2005,0.35,1.705,2.546,-27.1842,92
11/30/2005,0.376,1.807,2.432,5.6634,68
12/1/2005,0.388,1.841,2.692,71.925,508
12/2/2005,0.36,1.018,1.448,173.8654,1134
12/3/2005,0.436,1.839,2.712,152.3446,966
12/4/2005,-0.002,-0.175,-0.058,107.604,374
12/5/2005,0.012,-0.834,-1.204,82.6852,108
12/6/2005,0.018,-0.606,-0.616,62.8632,-140
12/7/2005,0.01,-1.247,-1.198,-56.0672,-814
12/8/2005,0.448,-1.548,-1.856,-73.6238,-838
12/10/2005,0.846,0.171,0.302,-61.7308,-426
12/11/2005,0.61,1.641,1.392,13.0256,376
12/12/2005,0.488,1.549,1.136,2.2654,722
12/13/2005,0.678,2.155,1.83,65.1286,556
12/16/2005,0.162,1.461,1.238,113.8336,900
12/17/2005,-0.162,0.335,0.084,47.006,190
12/18/2005,0.086,-1.304,-1.312,-61.1644,-922
12/19/2005,0.152,-1.425,-1.034,-78.7208,-1574
12/20/2005,0.008,-0.861,-0.322,1.1326,-600
12/21/2005,0.012,0.131,0.584,74.1902,-200
12/22/2005,-0.004,0.78,1.392,96.8436,238
12/23/2005,-0.036,2.35,2.89,118.3644,582
12/25/2005,-0.012,2.076,2.172,60.0316,52
12/27/2005,-0.012,2.294,2.456,15.291,38
12/28/2005,0.466,0.93,0.514,-18.123,162
12/29/2005,-0.018,0.215,-0.444,-45.307,222
12/30/2005,0.438,-0.476,-0.838,-97.9764,-134
12/31/2005,-0.006,0.122,0.034,-36.812,376
1/1/2006,0.352,0.219,0.216,-50.9702,144
1/4/2006,-0.13,0.907,1.596,-83.8178,-20
1/5/2006,0.364,0.375,0.744,-52.103,300
1/6/2006,-0.096,-0.03,0.616,5.6634,256
1/7/2006,0.362,1.028,2.12,10.7606,368
1/8/2006,-0.006,0.627,1.106,12.4594,560
1/9/2006,-0.002,-0.222,-0.164,46.4396,660
1/12/2006,0.282,1.013,1.582,103.6396,1480
1/15/2006,0.286,2.179,2.754,144.9822,2180
1/16/2006,0.45,2.028,2.336,156.8752,3100
1/18/2006,0.338,1.748,3.104,87.216,1560
1/22/2006,0.336,2.378,3.962,35.6794,1060
1/23/2006,0.032,1.824,3.404,43.0418,200
1/24/2006,0.026,1.709,3.544,-68.5266,-880
1/25/2006,-0.138,0.069,1.156,-105.3386,-2040
1/26/2006,-0.024,0.296,0.716,-85.517,-1140
1/27/2006,-0.024,1.431,2.104,25.4852,-20
1/30/2006,-0.448,0.366,0.556,10.194,-740
1/31/2006,-0.444,-0.125,0.126,79.8536,280
2/1/2006,-0.442,1.363,1.668,53.2358,300
2/2/2006,-0.362,0.101,-0.148,83.818,2060
2/3/2006,-0.444,-0.695,-0.384,10.194,460
2/5/2006,0.002,0.638,1.55,-16.4238,1180
2/6/2006,0.002,0.744,1.048,-18.6892,200
2/7/2006,0.004,0.021,0.778,2.8316,300
2/8/2006,0.416,0.49,1.296,26.0514,-840
2/9/2006,0.012,0.307,0.714,19.2554,-560
2/10/2006,0.014,0.615,0.722,-15.8574,-580
2/11/2006,0.07,-0.226,-0.612,-64.5624,-320
2/12/2006,0.018,-0.853,-1.2,-52.103,-560
2/13/2006,-0.498,-0.235,0.534,-70.2258,-980
2/15/2006,0.06,-0.287,-0.366,-41.3428,-220
2/19/2006,0.05,-0.6,-0.412,-56.634,-1480
2/20/2006,-0.006,1.064,2.056,-58.8994,-1600
2/21/2006,0.042,2.633,3.752,-143.8498,-2100
2/22/2006,0.064,2.768,2.788,-203.8814,-2852
2/23/2006,-0.008,3.239,4.308,-162.5386,-2880
2/24/2006,0,2.953,3.79,-6.2296,-60
2/25/2006,0,0.767,0.67,20.9546,-540
2/26/2006,0,-0.187,-0.39,41.909,-300
2/27/2006,0,0.453,0.904,83.8178,432
2/28/2006,0,0.574,0.812,63.996,460
3/1/2006,0,2.055,2.082,-54.3684,-1140
3/3/2006,0,2.381,3.034,-13.0258,-300
3/4/2006,0.044,2.104,2.308,35.679,-400
3/7/2006,0.072,0.736,0.524,33.98,-380
3/12/2006,-0.226,0.038,-0.702,3.964,100
3/15/2006,-0.224,-0.973,-1.15,-65.6954,-1900
3/16/2006,-0.228,0.763,0.274,-111.5686,-2420
3/19/2006,-0.272,0.913,0.512,-156.309,-3860
3/22/2006,-0.7,1.582,1.754,-221.4376,-5900
3/23/2006,-0.334,2.368,2.5,-264.479,-7760
3/24/2006,-0.402,1.824,1.412,-172.1662,-6160
3/25/2006,-0.404,1.009,1.27,-137.6196,-5640
3/26/2006,-0.29,1.772,2.25,-74.7564,-3340
3/29/2006,0.106,1.796,2.516,-50.404,-2160
4/1/2006,-0.484,0.72,1.726,36.2456,-1260
4/9/2006,-0.42,1.186,2.65,79.2872,1220
4/10/2006,-0.414,1.731,3.128,75.8892,2100
4/11/2006,-0.528,1.886,3.12,79.2872,2240
4/14/2006,-0.52,2.277,2.16,117.2318,1700
4/15/2006,0.194,2.544,2.592,67.9604,2000
4/16/2006,0.054,2.151,1.676,28.3168,0
4/17/2006,0.002,0.167,-1.044,39.6434,0
4/19/2006,-0.13,-0.787,-2.26,28.3168,600
4/20/2006,-0.606,-1.483,-2.274,28.3168,3600
4/22/2006,-0.796,-0.685,-1.05,22.6534,3800
4/25/2006,-0.552,-1.815,-2.308,11.3268,1200
4/27/2006,-0.5,-0.198,0.1,-11.3268,1600
5/1/2006,-0.012,-0.013,1.006,-62.2972,200
5/6/2006,0.472,-0.655,0.498,-22.6536,340
5/8/2006,0.852,-0.995,-0.392,-84.9506,-2760
5/9/2006,1.03,0.547,1.09,-113.2676,-1820
5/12/2006,0.73,0.118,0.976,-175.5646,-4480
5/13/2006,0.388,-0.538,-0.384,-90.614,-3780
5/14/2006,0.652,0.16,0.02,-90.614,-4900
5/15/2006,0.572,0.451,0.504,-39.6438,-2180
5/16/2006,0.288,0.346,0.928,0,-620
5/18/2006,0.584,-0.027,-0.176,39.6436,400
5/19/2006,0.708,1.481,2.146,56.6338,1180
5/20/2006,0.332,0.79,0.74,45.307,2080
5/21/2006,0.284,0.856,1.154,45.307,1940
5/22/2006,0.03,0.089,-0.172,56.6336,880
5/23/2006,-0.008,0.761,1.002,39.6436,-220
5/26/2006,-0.248,-0.267,-0.118,-84.9506,-3460
5/27/2006,-0.148,0.458,1.044,-130.2574,-5020
5/28/2006,-0.402,0.09,0.372,-84.9504,-4280
6/5/2006,-0.196,0.379,1.422,-79.287,-3980
6/6/2006,0.032,0.374,1.038,-107.6038,-4940
6/7/2006,-0.158,0.989,1.14,-125.1602,-4880
6/9/2006,-0.156,0.818,0.706,-146.1148,-5920
6/13/2006,-0.17,0.987,1.002,-279.7702,-7260
6/14/2006,-0.118,1.745,1.41,-218.606,-5480
6/15/2006,-0.304,1.748,1.46,-82.6852,-2300
6/16/2006,-0.008,1.553,1.524,2.8316,-720
6/17/2006,0.276,1.376,1.454,24.3524,120
6/18/2006,0.684,0.848,0.374,108.7366,640
6/20/2006,0.688,0.783,0.072,53.2358,320
6/21/2006,0.688,0.559,-0.238,11.8932,-20
6/24/2006,0.696,0.184,-0.652,26.0516,260
6/25/2006,0.352,0.315,-0.366,38.511,280
6/26/2006,0.128,-0.174,-0.594,27.7506,1100
6/27/2006,0.162,-0.545,-0.454,1.1328,400
6/28/2006,0.482,-0.227,0.044,-43.608,-100
6/30/2006,0.906,-0.43,-0.59,-22.6536,240
7/1/2006,0.524,0.203,0.826,-33.414,-160
7/2/2006,0.368,1.115,1.778,-57.7666,-1540
7/6/2006,0.336,0.68,1.202,9.6274,-920
7/7/2006,0.01,0.64,0.898,39.6434,-1340
7/8/2006,-0.426,1.103,1.832,-11.3268,-1320
7/9/2006,0.032,0.601,0.872,-39.0772,-360
7/11/2006,0.512,0.827,1.142,-2.2652,80
7/15/2006,0.494,1.306,2.108,-90.0474,-880
7/16/2006,0.488,1.057,1.994,-58.3326,840
7/17/2006,0.51,1.096,1.936,-26.6178,940
7/18/2006,0.582,1.216,1.72,-37.9446,160
7/23/2006,0.08,1.131,1.724,-45.8732,-780
7/24/2006,0.092,1.191,1.288,-14.7248,-500
7/25/2006,0.104,1.489,1.626,-20.9544,-1660
7/26/2006,0.604,1.512,1.388,-57.2,-1400
7/27/2006,0.322,0.812,0.21,16.4238,-560
7/28/2006,0.058,0.931,0.968,62.8632,1020
7/31/2006,0.01,0.778,0.846,63.4298,1200
8/1/2006,0.006,0.376,0.224,61.1644,1500
8/2/2006,-0.382,0.197,0.328,26.6178,840
8/3/2006,-0.294,-0.159,0.342,31.1486,640
8/4/2006,-0.052,-0.954,-0.984,-35.1128,-600
8/5/2006,-0.004,-1.093,-0.886,-8.495,-260
8/6/2006,0.01,-0.466,-0.078,14.7246,-180
8/12/2006,-0.136,-0.712,-0.042,47.5722,-860
8/13/2006,0.044,0.175,1.496,3.3978,-1060
8/16/2006,0.074,0.847,1.658,49.8374,-860
8/17/2006,0.078,1.207,1.944,27.7502,-1620
8/21/2006,-0.22,0.43,1.462,-2.2656,-1780
8/22/2006,-0.212,0.808,1.646,-39.0774,-1352
8/23/2006,-0.288,0.797,1.534,-18.6892,-1220
8/24/2006,-0.288,0.515,1.618,-35.113,-440
8/30/2006,-0.31,0.089,1.118,-129.6912,-1000
8/31/2006,-0.034,0.579,1.472,-126.8594,-1040
9/1/2006,-0.04,0.6,1.196,-42.4752,-568
9/2/2006,-0.048,0.179,0.712,-100.808,-1196
9/3/2006,0.064,0.333,0.978,-87.7822,-1274
9/4/2006,0.502,0.54,0.538,-32.8476,-420
9/5/2006,0.202,-0.451,-0.622,-56.6338,-420
9/6/2006,-0.006,-0.28,0.296,-86.6496,-922
9/7/2006,0.016,0.34,0.526,-45.307,-342
9/8/2006,-0.112,0.251,0.382,-62.297,-418
9/9/2006,-0.532,0.287,0.706,-79.8534,-664
9/10/2006,-0.108,0.725,1.136,-30.0158,-166
9/14/2006,0.108,0.43,0.718,20.388,688
9/15/2006,0.102,0.461,1.012,130.2574,1404
9/16/2006,0.11,0.987,1.628,234.4632,2218
9/20/2006,0.11,0.564,1.602,280.3364,3110
9/21/2006,0.026,1.527,2.256,287.6988,2952
9/24/2006,-0.226,0.799,1.114,137.6196,1786
9/25/2006,-0.248,0.457,1.418,123.461,1600
9/26/2006,-0.24,0.411,1.08,64.5622,1700
9/27/2006,-0.18,0.664,0.562,17.5562,780
9/28/2006,-0.188,-1.181,-1.402,0.5662,820
9/29/2006,0.024,-0.76,-0.714,113.2672,1694
9/30/2006,0.012,0.3,-0.084,57.7664,1280
10/1/2006,0.002,0.427,0.744,-9.0614,-1336
10/2/2006,-0.06,1.191,1.568,30.5822,80
10/3/2006,-0.08,2.772,3.394,18.6892,-360
10/4/2006,0.002,2.141,2.55,-26.6178,-2030
10/5/2006,0.006,-0.158,-0.204,-69.093,-2092
10/6/2006,-0.002,-1.443,-1.926,3.9644,-252
10/7/2006,-1.07E-15,-2.037,-1.806,-14.1584,-1852
10/8/2006,-1.07E-15,-2.238,-1.854,-65.1288,-1852
10/9/2006,-0.04,-0.868,-0.864,-14.1584,-256
10/13/2006,-0.018,0.562,1.248,-27.7506,-628
10/14/2006,0,1.266,1.876,-20.9546,-464
10/15/2006,0.082,1.64,1.508,48.7048,72
10/18/2006,0.188,1.129,1.056,32.8474,102
10/20/2006,0.152,1.128,2.428,84.9504,430
10/23/2006,0.142,0.535,1.67,98.5424,832
10/24/2006,0.142,0.617,1.84,73.6236,646
10/26/2006,-0.288,1.204,3.272,109.303,1022
10/29/2006,-0.392,2.238,4.474,151.2118,966
10/30/2006,-0.318,2.113,2.778,120.0634,688
10/31/2006,-0.27,1.255,1.978,94.5782,238
11/1/2006,-0.302,0.028,0.036,55.501,180
11/2/2006,-1.07E-15,-1.336,-1.364,13.0258,-90
11/3/2006,-0.002,-1.622,-1.56,40.21,8
11/4/2006,0.018,-1.375,-1.706,5.6632,-202
11/5/2006,-0.022,0.515,0.076,45.8734,-182
11/7/2006,-0.488,1.739,2.31,38.511,-178
11/8/2006,-0.624,2.571,3.358,-27.7504,-566
11/9/2006,-0.624,2.607,2.952,-28.3168,-518
11/12/2006,-0.772,2.21,4.016,-32.8474,-236
11/13/2006,-0.336,2.192,3.152,-25.4852,146
11/14/2006,0.348,2.206,2.31,1.1326,192
11/18/2006,0.53,1.499,0.42,27.1838,134
11/19/2006,0.53,0.799,0.128,-11.3268,-138
11/20/2006,0.62,0.555,-0.312,21.5206,-140
11/21/2006,0.186,0.496,0.424,-32.2812,-476
11/22/2006,0.002,0.737,1.112,-30.016,-528
11/23/2006,-1.07E-15,1.164,2.09,-35.1128,-238
11/24/2006,-1.07E-15,1.768,2.5,-7.3624,144
11/25/2006,0.008,2.466,2.372,-16.99,-50
11/26/2006,-1.07E-15,1.657,1.276,52.6692,-94
11/27/2006,0.022,1.517,0.432,62.297,54
11/28/2006,0.052,1.416,0.532,-14.1584,-228
12/3/2006,0.05,-0.153,-1.414,22.6534,276
12/10/2006,0.126,-0.285,-1.446,61.1644,1124
12/11/2006,0.312,1.156,-0.234,60.0318,-1156
12/13/2006,0.134,1.031,0.354,91.1802,-1906
12/14/2006,0.106,1.134,0.018,155.7426,-3866
12/15/2006,0.108,1.668,0.722,145.5486,-5080
12/16/2006,0.024,2.005,2.054,104.2058,-5480
12/17/2006,-0.104,0.608,0.276,96.2772,-2720
12/18/2006,0.004,-0.709,-1.27,52.103,-2080
12/19/2006,-1.07E-15,-1.715,-1.814,55.501,20
12/23/2006,-0.042,-1.476,-1.278,35.1128,300
12/24/2006,-0.042,-2.705,-3.18,28.8832,940
12/25/2006,-0.04,-2.571,-2.52,50.4038,1520
12/26/2006,-0.046,-1.668,-1.31,53.2356,1680
12/27/2006,-0.04,-0.393,0.172,52.103,2460
12/28/2006,0.002,0.488,0.84,53.2356,4460
1/2/2007,-0.002,0.965,1.602,54.3682,3800
1/3/2007,-0.054,1.212,2.112,33.9802,3460
1/6/2007,-0.074,0.763,1.75,50.9702,3220
1/7/2007,0.234,-0.033,0.606,79.287,1560
1/8/2007,-0.068,-1.032,-0.032,73.6236,420
1/9/2007,-0.066,-1.437,-1.044,45.307,1360
1/10/2007,-0.082,-1.357,-0.64,67.9604,-1180
1/16/2007,-0.11,-2.032,-1.804,50.9704,-3100
1/17/2007,-0.496,-1.36,-0.826,-39.6436,-3880
1/21/2007,-0.56,-0.201,-0.548,-36.8118,-5320
1/23/2007,-0.53,-0.086,0.306,-22.0872,-5680
1/24/2007,-0.556,-0.004,-0.266,-35.113,-1460
1/25/2007,-0.458,1.053,1.03,4.5306,-20
1/26/2007,-0.378,1.483,1.69,81.5524,-280
1/27/2007,-0.012,0.249,0.532,0.5662,-600
1/31/2007,0.106,0.595,0.886,29.4494,-420
2/2/2007,0.11,-0.983,-0.246,-13.5922,-3434
2/3/2007,0.092,-1.16,-0.566,23.2196,-2862
2/4/2007,0.088,-1.952,-1.392,65.1286,-786
2/5/2007,0.112,-1.987,-1.45,61.7306,128
2/7/2007,-0.062,-3.007,-3.768,2.8316,-1146
2/8/2007,-0.024,-1.479,-2.114,31.1486,-258
2/9/2007,-0.004,-0.557,-1.276,-68.5266,-382
2/10/2007,-0.004,-0.843,-1.88,-158.5742,-688
2/11/2007,-0.028,0.815,0.588,-148.3802,-636
2/15/2007,0.006,0.935,1.408,-131.39,-546
2/16/2007,0.166,1.058,2.236,-84.9506,-330
2/18/2007,0.08,0.853,2.704,-58.3326,-172
2/20/2007,0.074,1.626,2.994,31.1484,476
2/21/2007,0.07,0.722,2.128,126.8594,1192
2/22/2007,0.064,0.991,2.376,174.4316,1436
2/28/2007,0.398,1.038,1.57,14.1584,-394
3/7/2007,0.484,1.054,1.154,-11.8934,-1020
3/8/2007,0.49,0.707,1.41,-67.9604,-4018
3/11/2007,0.488,0.304,0.668,-103.6396,-5120
3/12/2007,0.516,1.595,2.592,-124.5942,-6500
3/16/2007,-0.262,0.285,1.406,84.9504,-2900
3/17/2007,-0.14,-0.312,0.356,135.921,-2520
3/20/2007,0.232,-1.306,-1.556,181.2278,760
3/23/2007,-0.094,-1.063,-0.888,198.2178,180
3/25/2007,-0.136,-1.84,-2.02,203.8812,3560
3/27/2007,0.254,-1.234,-1.47,118.9308,960
3/29/2007,0.626,-0.888,-0.844,101.9406,2360
4/2/2007,0.254,0.352,1.784,62.297,2200
4/5/2007,0.588,0.199,1.482,67.9604,4600
4/6/2007,0.6,-0.338,0.106,56.6338,2600
4/7/2007,0.494,-0.216,0.568,28.3168,4800
4/9/2007,-9.77E-16,0.262,1.23,11.3266,4000
4/16/2007,-0.012,0.852,1.164,22.6534,3000
4/17/2007,-0.008,1.562,1.35,-16.9902,1200
4/18/2007,-0.012,1.482,1.59,-45.307,-600
4/19/2007,-0.012,1.332,1.022,-62.297,-2800
4/21/2007,-0.01,1.525,1.264,-107.6038,-4400
4/23/2007,-0.032,0.718,-0.27,-164.2376,-4200
4/29/2007,-0.04,0.603,0.21,-84.9504,-2000
4/30/2007,-0.034,1.571,1.462,-22.6534,-1200
5/4/2007,0.42,1.943,1.98,0,800
5/6/2007,0.458,1.12,0.66,33.98,3400
5/7/2007,0.434,1.18,2.126,39.6434,4600
5/8/2007,0.762,0.797,0.688,-45.307,3800
5/9/2007,0.542,0.3,0.608,-28.317,4400
5/14/2007,0.09,0.743,0.92,-50.9706,1620
5/17/2007,0.05,0.411,0.798,-113.2676,-1660
5/19/2007,0.108,0.522,0.286,-84.9508,-2400
5/20/2007,-0.218,0.836,1.334,-101.941,-4040
5/21/2007,0.002,1.137,1.222,-209.5448,-6340
5/22/2007,0.042,0.998,0.568,-254.8516,-6760
5/23/2007,-9.33E-16,1.948,1.558,-220.8714,-5540
5/24/2007,0.138,1.445,0.826,-300.7248,-6900
5/29/2007,-0.006,1.327,0.658,-182.9268,-5820
6/1/2007,0.174,1.157,0.98,-126.2932,-3620
6/5/2007,-0.228,0.58,0.814,-13.0258,-600
6/6/2007,-0.186,0.407,1.538,-75.3228,-1980
6/8/2007,-0.304,-0.8,0.322,10.1942,-3180
6/12/2007,-0.196,-0.756,0.666,-33.98,-3340
6/13/2007,-0.376,-0.923,0.368,-124.5938,-4000
6/14/2007,-0.016,-0.29,0.79,-259.382,-6600
6/15/2007,-0.016,-0.185,-0.042,-244.0908,-5000
6/16/2007,-0.032,0.878,1.256,-150.6454,-2380
6/17/2007,-9.33E-16,0.603,0.624,-293.3624,-3100
6/20/2007,-0.086,0.346,0.454,-168.7684,-2250
6/21/2007,0.056,0.35,0.584,-31.7148,-784
6/22/2007,0.234,0.316,0.516,21.5208,-284
6/25/2007,-0.154,0.829,1.03,-15.291,336
6/26/2007,0.162,0.967,1.014,19.822,1256
7/1/2007,0.134,1.672,1.522,-88.3484,846
7/2/2007,-0.052,1.242,1.602,-155.1762,-860
7/3/2007,-0.23,1.029,1.854,-172.7326,-1650
7/5/2007,-0.366,1.031,1.912,-213.5088,-2446
7/6/2007,-1.064,0.698,1.942,-99.1088,-2502
7/7/2007,-0.948,0.499,1.8,6.2298,-1662
7/8/2007,-0.906,0.429,1.298,9.0614,-22
7/10/2007,-0.832,-0.042,0.262,13.592,-18
7/12/2007,-0.16,-0.203,0.122,31.7146,-30
7/13/2007,0.076,0.064,0.008,9.6276,-116
7/14/2007,0.198,0.232,0.342,-92.8794,-606
7/15/2007,0.19,0.454,0.278,-87.7822,-634
7/16/2007,0.018,0.732,1.274,-33.9802,76
7/21/2007,-0.162,0.376,0.896,-60.0318,-8
7/22/2007,-0.02,0.251,0.746,-120.0634,-234
7/23/2007,-0.144,0.206,0.516,-140.4514,-418
7/24/2007,-0.134,0.238,0.93,-152.911,-388
7/25/2007,-0.036,0.513,0.882,-188.5902,-650
7/26/2007,0.002,1.115,1.216,-228.8,-934
7/29/2007,0.038,0.773,0.824,-222.0042,-1002
7/30/2007,-0.012,0.38,0.966,-95.1448,-636
7/31/2007,-0.012,0.329,0.802,-116.0992,-726
8/1/2007,-0.012,0.293,0.718,-47.5724,-364
8/2/2007,-0.02,0.235,0.538,-69.6596,-332
8/5/2007,-0.384,1.022,1.784,-35.113,-196
8/6/2007,-0.068,1.246,1.208,-133.6554,-380
8/7/2007,-0.166,1.331,1.488,-78.1544,-264
8/8/2007,-0.304,1.145,1.1,-22.6536,-208
8/9/2007,-0.338,0.451,0.548,84.9506,316
8/10/2007,-0.002,-0.17,0.072,96.2772,528
8/11/2007,-0.268,-0.243,0.336,253.1524,926
8/14/2007,-0.392,-0.228,0.792,148.3802,534
8/15/2007,-0.222,0.152,1.13,94.5782,378
8/18/2007,-0.118,0.405,1.518,10.7602,86
8/20/2007,0.246,0.667,1.684,-33.9802,-488
8/31/2007,0.222,0.113,1.256,-138.7526,-914
9/1/2007,0.444,-0.12,0.496,-50.404,-770
9/2/2007,0.412,-0.338,0.788,-114.9662,-2154
9/3/2007,0.34,0.399,1.152,-118.3642,-4782
9/10/2007,0.294,0.067,0.894,-79.287,-3920
9/11/2007,-0.004,-0.235,0.17,-107.6038,-4280
9/12/2007,-0.006,-0.799,-0.41,-113.2674,-5020
9/13/2007,-0.006,-0.197,0.19,-84.9506,-5340
9/14/2007,-0.006,-1.585,-1.674,-84.9506,-1820
9/15/2007,-0.322,-2.145,-2.384,-107.604,-2920
9/17/2007,-0.006,-0.248,-0.14,-106.4714,-4220
9/18/2007,-0.004,0.555,0.484,-101.3742,-3380
9/19/2007,0.076,-0.218,-0.932,-121.7624,-1860
9/20/2007,0.038,0.785,0.746,-90.0474,-2940
9/21/2007,-0.006,1.298,1.432,-85.5168,-2416
9/22/2007,-9.37E-16,0.227,-0.274,-42.4752,-420
9/23/2007,-9.37E-16,0.081,0.128,-39.0772,-474
9/24/2007,-0.072,0.313,0.194,-27.7504,-676
9/27/2007,-0.264,0.123,0.686,-3.398,-156
9/28/2007,-0.258,0.541,0.768,16.99,-240
9/29/2007,-0.262,0.542,1.27,1.1328,-516
10/5/2007,-0.274,0.954,0.954,39.0772,98
10/6/2007,-0.282,0.804,1.24,94.5782,820
