Date,PRECP,TMAX,TMIN,TMEAN,DISCH (CUM),SEDM
12-Oct-89,0,27.91,11.92,19.915,1228.951,16200
13-Oct-89,0.08,29.98,13.2,21.59,1036.396,11700
14-Oct-89,0,30.14,11.65,20.895,1127.01,11300
15-Oct-89,0.34,29.04,15.07,22.055,1158.158,11800
16-Oct-89,10.22,24.1,10.51,17.305,1115.683,20100
17-Oct-89,2.57,14.74,3.63,9.185,954.277,24900
18-Oct-89,0.14,7.39,2.52,4.955,1025.069,27700
19-Oct-89,0.12,4.46,1.37,2.915,883.485,29600
20-Oct-89,0,11.41,-1.2,5.105,959.941,41100
21-Oct-89,0,19.99,0.26,10.125,968.436,42400
22-Oct-89,0,20.53,3.79,12.16,1095.861,42200
23-Oct-89,0.13,25.7,11.29,18.495,1110.02,28800
24-Oct-89,0.34,25.59,13.65,19.62,1047.723,7730
25-Oct-89,1.64,25.69,13.33,19.51,1042.059,31500
26-Oct-89,0,24.61,8.93,16.77,1050.554,36000
27-Oct-89,0,24.33,9.13,16.73,1025.069,33400
28-Oct-89,0.07,22.46,9.79,16.125,1030.733,32100
29-Oct-89,0.15,25.1,11,18.05,1019.406,28300
30-Oct-89,5.72,17.29,5.7,11.495,971.267,24400
31-Oct-89,0.03,11.76,1.99,6.875,784.376,23200
1-Nov-89,0,16.43,0.55,8.49,923.129,9120
2-Nov-89,0,6.96,-0.93,3.015,821.188,19700
3-Nov-89,0,10.93,-3.31,3.81,1002.416,41200
4-Nov-89,0.02,17.98,2.79,10.385,1008.079,38800
5-Nov-89,0.25,22.26,7.23,14.745,934.455,41600
6-Nov-89,0.7,16.14,1.4,8.77,979.762,16300
7-Nov-89,2.2,17.44,7.19,12.315,897.644,7410
8-Nov-89,1.77,16.17,1.94,9.055,869.327,9520
9-Nov-89,0.01,15.03,-0.56,7.235,829.683,9960
10-Nov-89,0.04,12.44,0.09,6.265,872.158,14200
11-Nov-89,0.01,21.9,3.68,12.79,951.446,37300
12-Nov-89,0,19.01,2.07,10.54,1025.069,44600
13-Nov-89,1.49,24.99,9.03,17.01,1008.079,32900
14-Nov-89,8.5,22.91,13.31,18.11,1044.891,6330
15-Nov-89,4.63,13.99,1.91,7.95,773.05,1560
16-Nov-89,0.05,1.29,-7.02,-2.865,792.871,2670
17-Nov-89,0,8.64,-7.11,0.765,863.663,3320
18-Nov-89,0.01,3.72,-6.9,-1.59,1044.891,3020
19-Nov-89,0.15,14.98,-2.24,6.37,988.257,2090
20-Nov-89,0,18.36,2.24,10.3,863.663,2080
21-Nov-89,0,6.51,-2.66,1.925,993.921,4690
22-Nov-89,0.08,5.01,-4.83,0.09,951.446,1470
23-Nov-89,0,4.21,-6.53,-1.16,906.139,785
24-Nov-89,0,11.48,-3.93,3.775,1144,1100
25-Nov-89,0.14,14.02,1.67,7.845,1053.386,1120
26-Nov-89,0,13.65,0.51,7.08,1061.881,1230
27-Nov-89,0.08,21.37,3.88,12.625,1019.406,1870
28-Nov-89,0.01,3.33,-6.42,-1.545,801.366,2010
29-Nov-89,0,3.3,-7.8,-2.25,911.802,4480
30-Nov-89,0,8.7,-4.23,2.235,923.129,4900
1-Dec-89,0,12.04,-3.38,4.33,957.109,4150
2-Dec-89,0,3.58,-6.78,-1.6,727.743,1970
3-Dec-89,0,0.01,-8.44,-4.215,778.713,2030
4-Dec-89,0,8.8,-3.42,2.69,945.782,18400
5-Dec-89,0.39,10.73,-0.52,5.105,985.426,6280
6-Dec-89,1.06,6.22,-6.01,0.105,849.505,1230
7-Dec-89,0.16,-2.84,-6.24,-4.54,903.307,1920
8-Dec-89,0.04,0.61,-5.1,-2.245,999.584,2120
9-Dec-89,0.01,6.78,-6.81,-0.015,1098.693,2230
10-Dec-89,0.12,6.44,-2.49,1.975,1084.535,3140
11-Dec-89,0.03,-1.17,-10.11,-5.64,863.663,2090
12-Dec-89,0.02,-6.22,-15.4,-10.81,940.119,1730
13-Dec-89,1,1.05,-10.36,-4.655,940.119,1780
14-Dec-89,4.86,-8.77,-13.58,-11.175,889.149,1800
15-Dec-89,0.71,-11.09,-19.36,-15.225,849.505,1940
16-Dec-89,0,-9.57,-19.09,-14.33,906.139,2020
17-Dec-89,0.15,-5.79,-15.63,-10.71,849.505,2150
18-Dec-89,2.18,-7.13,-14.23,-10.68,792.871,2250
19-Dec-89,0.05,-6.1,-14.35,-10.225,764.554,2300
20-Dec-89,0.08,-5.49,-13.75,-9.62,821.188,2260
21-Dec-89,0,-11.86,-25.05,-18.455,792.871,2210
22-Dec-89,0,-15.64,-26.83,-21.235,877.822,2300
23-Dec-89,0,-13.5,-25.15,-19.325,962.772,2430
24-Dec-89,0.02,-7.55,-16.4,-11.975,951.446,2420
25-Dec-89,0.1,3.3,-10.5,-3.6,923.129,2400
26-Dec-89,2.07,-2.88,-12.56,-7.72,900.475,2410
27-Dec-89,0.36,4.22,-4.91,-0.345,923.129,2500
28-Dec-89,0.4,7.2,-1.59,2.805,957.109,2520
29-Dec-89,6.23,6.3,0.6,3.45,942.951,2500
30-Dec-89,0.5,6.17,-1.48,2.345,900.475,2420
31-Dec-89,0.17,3.44,-3.18,0.13,841.01,2400
1-Jan-90,0.02,2.19,-5.05,-1.43,849.505,2400
2-Jan-90,0.14,8.8,-3.95,2.425,965.604,2440
3-Jan-90,4.74,11.9,-1.04,5.43,959.941,2520
4-Jan-90,0.08,6.37,-3.63,1.37,821.188,2450
5-Jan-90,0,5.04,-4.92,0.06,1053.386,2600
6-Jan-90,0,6.05,-3.36,1.345,1008.079,2720
7-Jan-90,0,9.32,-2.74,3.29,976.931,2700
8-Jan-90,0.01,11.58,-2.43,4.575,1081.703,2800
9-Jan-90,0.02,9.01,-2.24,3.385,1067.545,2900
10-Jan-90,0,11.83,-3.5,4.165,1053.386,3000
11-Jan-90,0,8.12,-2.46,2.83,948.614,2840
12-Jan-90,0,1.26,-5.46,-2.1,906.139,2810
13-Jan-90,0,3.16,-5.73,-1.285,866.495,2900
14-Jan-90,0,11.58,-2.71,4.435,906.139,3100
15-Jan-90,0.23,9.74,-0.41,4.665,829.683,3500
16-Jan-90,0.49,19.83,6.95,13.39,976.931,3800
17-Jan-90,10.61,14.05,0.15,7.1,928.792,2800
18-Jan-90,0.01,4.8,-3.19,0.805,920.297,2230
19-Jan-90,12.93,0.81,-3.68,-1.435,1163.822,2260
20-Jan-90,2.41,5.64,-0.85,2.395,883.485,2140
21-Jan-90,0.6,4.99,-3.43,0.78,883.485,4190
22-Jan-90,0,10.08,-2.73,3.675,1025.069,2780
23-Jan-90,0.32,14.62,-0.24,7.19,883.485,1710
24-Jan-90,3.13,14.3,-2.24,6.03,877.822,1950
25-Jan-90,3.33,9.18,-5.56,1.81,798.535,6700
26-Jan-90,0,9.94,-5.63,2.155,1084.535,15700
27-Jan-90,0,12.42,-2.76,4.83,1121.347,10500
28-Jan-90,0.03,5.86,-5.2,0.33,1166.653,4490
29-Jan-90,0,8.73,-4.7,2.015,1180.812,5200
30-Jan-90,0,10.47,-4.69,2.89,1078.871,6100
31-Jan-90,0.78,12.87,-5.27,3.8,1282.752,7000
1-Feb-90,20.47,11.33,2.9,7.115,1274.257,7500
2-Feb-90,0.2,9.27,-0.01,4.63,1299.743,7580
3-Feb-90,7.55,5.62,-1.05,2.285,1308.238,5250
4-Feb-90,3.01,6.98,-3.52,1.73,1197.802,11000
5-Feb-90,0.03,13.1,-3.99,4.555,1367.703,7180
6-Feb-90,0.79,10.26,-2.49,3.885,1206.297,5290
7-Feb-90,0.68,13.23,0.81,7.02,1330.891,4430
8-Feb-90,0.36,18.75,2.51,10.63,1478.139,6890
9-Feb-90,1.51,11.77,0.19,5.98,1271.426,9660
10-Feb-90,0.01,11.21,-2.16,4.525,1390.356,12900
11-Feb-90,0.02,10.56,-1.74,4.41,1347.881,4090
12-Feb-90,0,19.89,-0.56,9.665,1639.545,3110
13-Feb-90,1.84,15.93,1.64,8.785,1520.614,6040
14-Feb-90,19.99,4.07,-0.11,1.98,1563.089,11500
15-Feb-90,12.6,5.44,1.23,3.335,1480.97,8950
16-Feb-90,0.24,-0.1,-6.88,-3.49,1415.842,5340
17-Feb-90,0.02,2.39,-10,-3.805,1463.98,8000
18-Feb-90,0,11.22,-5.11,3.055,1362.04,26300
19-Feb-90,0,6.19,-5.33,0.43,1333.723,13000
20-Feb-90,0,5.47,-5.91,-0.22,1248.772,4810
21-Feb-90,2.75,15.17,-2.81,6.18,1486.634,4890
22-Feb-90,32.9,9.17,0.48,4.825,1373.366,6570
23-Feb-90,0.48,8.26,-3.76,2.25,1962.356,14300
24-Feb-90,0,1.91,-7.76,-2.925,2123.762,63400
25-Feb-90,0.33,-3.13,-8.32,-5.725,2237.03,74900
26-Feb-90,0.89,7.62,-5.12,1.25,2016.158,60100
27-Feb-90,1.58,9.47,-1.38,4.045,1885.901,38400
28-Feb-90,0.03,1.23,-4.23,-1.5,1868.911,52300
1-Mar-90,0,7.42,-5.4,1.01,1925.545,56900
2-Mar-90,0,13.22,-3.72,4.75,1948.198,52200
3-Mar-90,0,6.65,-4.52,1.065,1931.208,33900
4-Mar-90,0.13,13.13,-4.95,4.09,1936.871,24300
5-Mar-90,1.7,16.12,0.41,8.265,2007.663,23800
6-Mar-90,1.82,14.66,3.31,8.985,2064.297,26400
7-Mar-90,9.82,7.94,0.87,4.405,2112.436,32300
8-Mar-90,5.23,22.05,7.81,14.93,2171.901,39400
9-Mar-90,0.01,23.7,4.94,14.32,2259.683,39200
10-Mar-90,1.89,24.84,14.41,19.625,2242.693,35300
11-Mar-90,1.94,25.32,15.04,20.18,2435.248,88300
12-Mar-90,1.9,26.47,17.4,21.935,3482.97,158000
13-Mar-90,11.18,25.66,16.3,20.98,4785.545,200000
14-Mar-90,9.54,20.31,16.25,18.28,5210.297,260000
15-Mar-90,10.53,18.16,6.44,12.3,5436.832,354000
16-Mar-90,0,17.66,2.77,10.215,5889.901,520000
17-Mar-90,0.17,13.22,2.19,7.705,6229.703,469000
18-Mar-90,0.66,10.92,-0.5,5.21,6597.822,282000
19-Mar-90,0.01,4.12,-5.95,-0.915,6739.406,247000
20-Mar-90,0,10.09,-5.33,2.38,6767.723,248000
21-Mar-90,1.53,20.32,-0.99,9.665,6880.99,245000
22-Mar-90,3.95,17.55,2.96,10.255,6767.723,227000
23-Mar-90,13.76,1.87,-4.02,-1.075,6541.188,191000
24-Mar-90,1.73,3.15,-6.49,-1.67,6342.97,168000
25-Mar-90,0.18,6.4,-7.38,-0.49,6173.069,149000
26-Mar-90,0.55,10.25,-2.44,3.905,6116.436,131000
27-Mar-90,0.04,12.61,-3.77,4.42,6088.119,95000
28-Mar-90,8.86,8.35,1.68,5.015,5946.535,74000
29-Mar-90,2.03,14.67,5.62,10.145,5606.733,55500
30-Mar-90,3.82,11.29,5.01,8.15,5181.98,50000
31-Mar-90,1.77,14.65,5.86,10.255,4332.475,45000
1-Apr-90,1.99,19.83,6.04,12.935,3652.871,40000
2-Apr-90,0,9.23,0.19,4.71,3539.604,36000
3-Apr-90,0,12.52,-2.06,5.23,3001.584,32000
4-Apr-90,0,18.3,0.36,9.33,2973.267,30000
5-Apr-90,0.07,10.33,-0.48,4.925,2944.951,27000
6-Apr-90,0,9.64,-4.69,2.475,2738.238,25000
7-Apr-90,0,11.81,-5.19,3.31,2707.089,22000
8-Apr-90,0,18.94,-0.88,9.03,2520.198,20000
9-Apr-90,2.28,19.63,6.15,12.89,2364.455,20000
10-Apr-90,14,12.98,2.37,7.675,2177.564,21000
11-Apr-90,0.31,9.49,-2.1,3.695,2064.297,22000
12-Apr-90,1.75,12.33,-4.19,4.07,2109.604,23000
13-Apr-90,20.17,9.73,3.3,6.515,2353.129,23500
14-Apr-90,0.17,15.32,3.72,9.52,2421.089,23600
15-Apr-90,2.58,14.41,4.9,9.655,2582.495,21000
16-Apr-90,0.41,20.96,2.76,11.86,2438.079,20400
17-Apr-90,1.46,11.32,1.32,6.32,2285.168,18500
18-Apr-90,0.02,12.91,1.17,7.04,2174.733,15000
19-Apr-90,2.47,17.12,5.07,11.095,2231.366,15000
20-Apr-90,8.77,22.11,11.92,17.015,2086.951,15200
21-Apr-90,1.91,21.92,12.15,17.035,1919.881,10000
22-Apr-90,0.19,24.28,9,16.64,1469.644,6400
23-Apr-90,1.07,25.94,14.44,20.19,1738.653,5890
24-Apr-90,0.07,27.64,17.45,22.545,1653.703,6010
25-Apr-90,0.92,25.59,16.92,21.255,1798.119,7430
26-Apr-90,3.18,26.82,14.9,20.86,1877.406,6480
27-Apr-90,12.63,24.16,15.62,19.89,1968.02,6610
28-Apr-90,1.57,17.9,8.15,13.025,2106.772,9000
29-Apr-90,0.02,24.9,6.14,15.52,2086.951,12200
30-Apr-90,0.24,17.44,6.8,12.12,2154.911,14000
1-May-90,0.5,16.11,6.94,11.525,2472.059,14200
2-May-90,11.05,14.3,3.31,8.805,2664.614,17700
3-May-90,17.41,15.73,8.85,12.29,2647.624,19300
4-May-90,10.56,21.33,7.19,14.26,2820.356,23600
5-May-90,0.55,19.46,5.77,12.615,3766.139,94400
6-May-90,0.68,20.65,8.58,14.615,4275.842,324000
7-May-90,0.01,23.97,8.13,16.05,4530.693,159000
8-May-90,1.16,24.16,12.9,18.53,4417.426,108000
9-May-90,6.63,25.25,8.6,16.925,4162.574,102000
10-May-90,0.59,15.36,5.54,10.45,4077.624,366000
11-May-90,10.13,19.7,3.08,11.39,3936.04,87700
12-May-90,36.44,22.6,9.95,16.275,4049.307,94500
13-May-90,0.93,20.26,7.95,14.105,4955.446,377000
14-May-90,9.21,24.16,9.65,16.905,5238.614,516000
15-May-90,34.57,26.71,17.4,22.055,5266.931,462000
16-May-90,56.47,26.48,13.37,19.925,6371.287,759000
17-May-90,0,19.7,8.98,14.34,6824.357,582000
18-May-90,4.15,25.15,7.94,16.545,6654.456,373000
19-May-90,6.74,25.02,14.84,19.93,5804.951,308000
20-May-90,0.41,20.3,12.31,16.305,5266.931,225000
21-May-90,0.35,18.97,10.73,14.85,5351.881,800000
22-May-90,0,20.45,7.15,13.8,5748.317,314000
23-May-90,0.16,20.98,9.22,15.1,5974.852,1090000
24-May-90,11.26,21.17,11.51,16.34,6258.02,827000
25-May-90,16.68,28.98,14.13,21.555,6342.97,382000
26-May-90,7.3,23.84,15.08,19.46,6880.99,454000
27-May-90,3.33,19.39,13.47,16.43,7334.059,366000
28-May-90,0.71,24.06,14.32,19.19,7390.693,306000
29-May-90,0,24.76,10.94,17.85,7390.693,338000
30-May-90,0.1,19.53,10.98,15.255,7305.743,156000
31-May-90,0.08,24.71,8.98,16.845,6965.941,130000
1-Jun-90,0.63,28.44,16.83,22.635,6767.723,187000
2-Jun-90,1.19,27.58,15.33,21.455,6569.505,120000
3-Jun-90,0.01,24.72,11.01,17.865,6258.02,95300
4-Jun-90,0.09,20.07,7.68,13.875,5748.317,90200
5-Jun-90,2.34,25.4,9.26,17.33,5748.317,98700
6-Jun-90,47.21,25.06,18.82,21.94,5521.782,117000
7-Jun-90,16.58,26.09,17.6,21.845,5635.05,160000
8-Jun-90,4.32,28.3,21.12,24.71,5918.218,185000
9-Jun-90,1.24,26.35,17.5,21.925,6031.485,396000
10-Jun-90,0,26.81,14.76,20.785,5181.98,332000
11-Jun-90,0,26.85,15.34,21.095,4728.911,203000
12-Jun-90,0.32,29.51,16.78,23.145,4700.594,144000
13-Jun-90,3.51,31.12,18.83,24.975,4813.861,117000
14-Jun-90,4.28,28.35,22.44,25.395,4870.495,104000
15-Jun-90,0.06,29.14,21.26,25.2,5493.465,140000
16-Jun-90,0.53,30.66,21.44,26.05,5804.951,459000
17-Jun-90,2.83,30.73,23.23,26.98,5521.782,435000
18-Jun-90,0.29,29.28,18.12,23.7,5408.515,260000
19-Jun-90,2.9,29.37,18.39,23.88,5748.317,270000
20-Jun-90,21.84,25.76,19.32,22.54,6116.436,650000
21-Jun-90,0.19,29.51,17.15,23.33,6654.456,648000
22-Jun-90,3.46,23.11,16.62,19.865,7447.327,600000
23-Jun-90,0.07,23.57,14.5,19.035,8495.05,743000
24-Jun-90,0.01,26.2,14.77,20.485,9231.287,570000
25-Jun-90,0.55,26.74,15.68,21.21,9542.772,464000
26-Jun-90,0.03,27.27,18.91,23.09,9599.406,306000
27-Jun-90,0.12,30.83,18.82,24.825,9514.456,275000
28-Jun-90,0.72,31.62,20.73,26.175,9344.555,283000
29-Jun-90,3.11,30.98,22.73,26.855,9118.02,235000
30-Jun-90,1.28,30.26,22.67,26.465,8834.852,195000
1-Jul-90,0.24,31.81,20.71,26.26,8551.683,127000
2-Jul-90,0,29.94,17.48,23.71,8296.832,169000
3-Jul-90,0.06,33.47,19.76,26.615,8155.248,213000
4-Jul-90,0.72,33.48,23.69,28.585,8098.614,165000
5-Jul-90,3.06,29.26,22.7,25.98,8070.297,125000
6-Jul-90,0.93,28.41,19.97,24.19,7957.03,221000
7-Jul-90,1.88,29.86,17.98,23.92,7758.812,328000
8-Jul-90,0.01,32.59,23.28,27.935,7475.644,147000
9-Jul-90,1.43,33.76,22.65,28.205,7107.525,126000
10-Jul-90,19.61,32.41,21.1,26.755,6654.456,153000
11-Jul-90,11.29,27.29,20.15,23.72,6258.02,150000
12-Jul-90,2.9,24.23,16.6,20.415,5946.535,177000
13-Jul-90,0.89,21.4,14.15,17.775,5578.416,261000
14-Jul-90,1.09,20.58,13.82,17.2,5295.248,155000
15-Jul-90,0.11,26.13,12.82,19.475,5040.396,113000
16-Jul-90,0,29.27,14.86,22.065,4898.812,102000
17-Jul-90,0,30.22,15.5,22.86,4728.911,96300
18-Jul-90,0.29,30.76,18.75,24.755,4643.96,90100
19-Jul-90,4.36,31.29,20.27,25.78,4332.475,85900
20-Jul-90,10.67,31.19,21.58,26.385,4020.99,72000
21-Jul-90,17.15,26.39,19.84,23.115,3964.356,70900
22-Jul-90,6.88,25.75,17.86,21.805,4700.594,119000
23-Jul-90,0,26.11,14.7,20.405,5323.564,240000
24-Jul-90,0.04,28.14,18.15,23.145,5266.931,321000
25-Jul-90,0.05,29.44,16.86,23.15,4955.446,246000
26-Jul-90,1.5,30.38,17.47,23.925,4502.376,177000
27-Jul-90,1.41,31.82,19.57,25.695,4049.307,115000
28-Jul-90,1.68,29.06,21.62,25.34,3454.654,75500
29-Jul-90,0.36,30.11,22,26.055,3143.168,74400
30-Jul-90,0.05,29.01,19.97,24.49,3341.386,58900
31-Jul-90,0,27.9,17.31,22.605,3567.921,56500
1-Aug-90,0,28.23,14.43,21.33,4162.574,96200
2-Aug-90,6.86,29.78,15.8,22.79,4474.059,103000
3-Aug-90,16.03,30.64,18.79,24.715,4360.792,98800
4-Aug-90,6.61,28.59,21.4,24.995,4474.059,139000
5-Aug-90,0.24,26.69,17.62,22.155,4587.327,85500
6-Aug-90,0.01,24.37,14.12,19.245,4785.545,83800
7-Aug-90,0,25.01,11.86,18.435,4785.545,77500
8-Aug-90,0,26.25,13.36,19.805,4643.96,140000
9-Aug-90,0.01,28.08,14.14,21.11,4530.693,78100
10-Aug-90,0.46,29.4,15.43,22.415,4275.842,53700
11-Aug-90,1.61,27.97,18.5,23.235,3794.455,40300
12-Aug-90,6.05,29.91,18.7,24.305,3114.852,26800
13-Aug-90,0.97,27.7,17.95,22.825,2777.881,22100
14-Aug-90,0.53,29.27,15.65,22.46,2656.119,19400
15-Aug-90,7.83,29.92,17,23.46,2469.228,13600
16-Aug-90,10.8,28.28,20.24,24.26,2338.97,10700
17-Aug-90,0.89,33.37,20.73,27.05,2163.406,10300
18-Aug-90,0.06,34.52,21.07,27.795,1948.198,10500
19-Aug-90,7.67,33.67,21.69,27.68,2101.109,11100
20-Aug-90,2.94,31.67,22.52,27.095,2562.673,13300
21-Aug-90,0.27,30.13,20.94,25.535,2800.535,20500
22-Aug-90,0.04,29.63,18.85,24.24,3199.802,28500
23-Aug-90,0,31.94,18.77,25.355,3794.455,43200
24-Aug-90,0,33.99,19.4,26.695,4502.376,68800
25-Aug-90,0.01,34.94,19.9,27.42,4502.376,78600
26-Aug-90,0,36.05,20.51,28.28,4360.792,72500
27-Aug-90,0,38.28,20.45,29.365,4389.109,70600
28-Aug-90,0.44,38.41,21.79,30.1,4587.327,70800
29-Aug-90,0.55,33.73,21.22,27.475,4700.594,70300
30-Aug-90,0,32.97,18.64,25.805,4813.861,76100
31-Aug-90,0,34.35,16.8,25.575,4955.446,88000
1-Sep-90,0,36.65,18.44,27.545,4983.762,87000
2-Sep-90,0.01,37.04,20.05,28.545,5012.079,86000
3-Sep-90,0.02,36.01,20.53,28.27,4955.446,75000
4-Sep-90,0.14,37.54,21.52,29.53,4813.861,66000
5-Sep-90,0.01,38.39,23.4,30.895,4417.426,56000
6-Sep-90,0.21,38.84,23.15,30.995,4190.891,42000
7-Sep-90,0.74,31.86,21.73,26.795,3851.089,28000
8-Sep-90,1.38,31.65,19.75,25.7,3256.436,18000
9-Sep-90,1.98,33.73,19.36,26.545,2347.465,11000
10-Sep-90,1.58,31.39,19.32,25.355,1701.842,9300
11-Sep-90,0.24,27.51,20.44,23.975,1883.069,8500
12-Sep-90,0.67,30.37,19.33,24.85,2050.139,8750
13-Sep-90,0.07,31.51,18.74,25.125,2055.802,8630
14-Sep-90,0,29.81,15.53,22.67,2089.782,8990
15-Sep-90,0,28.04,11.52,19.78,1982.178,9280
16-Sep-90,0,25.05,13.07,19.06,1939.703,7540
17-Sep-90,0.24,23.05,9.33,16.19,2016.158,7860
18-Sep-90,21.26,25.04,13.02,19.03,2018.99,7720
19-Sep-90,2.71,24.44,15.21,19.825,2078.455,9120
20-Sep-90,0.02,25.11,12.4,18.755,1891.564,8160
21-Sep-90,12.08,25.66,12.04,18.85,1826.436,7400
22-Sep-90,0,23.84,9.94,16.89,1812.277,15600
23-Sep-90,0,17.62,7.23,12.425,1922.713,18200
24-Sep-90,0,22.9,4.98,13.94,2002,10800
25-Sep-90,0,29.36,9.58,19.47,1936.871,12500
26-Sep-90,0,30.48,11.6,21.04,1798.119,10300
27-Sep-90,0.04,32.59,13.83,23.21,1803.782,8500
28-Sep-90,2.19,27.29,16.23,21.76,1809.446,8560
29-Sep-90,0.46,25.46,13.82,19.64,1591.406,8010
30-Sep-90,0.05,22.17,10.26,16.215,1398.852,6940
1-Oct-90,0,26.97,8.2,17.585,1299.743,8000
2-Oct-90,0.02,28.91,10.05,19.48,1503.624,9000
3-Oct-90,26.53,25.81,11.51,18.66,1404.515,8500
4-Oct-90,0,26.2,8.09,17.145,1497.96,9000
5-Oct-90,0.02,30.15,11.55,20.85,1404.515,8500
6-Oct-90,11.74,27.96,13.8,20.88,1345.05,8200
7-Oct-90,16.39,21.08,11.86,16.47,1311.069,8000
8-Oct-90,9.88,17.42,10.36,13.89,1721.663,14000
9-Oct-90,24.37,10.83,5.12,7.975,1812.277,16000
10-Oct-90,1.57,11.54,2.96,7.25,1900.059,22000
11-Oct-90,0,15.44,0.35,7.895,1832.099,16000
12-Oct-90,0,19.58,3.16,11.37,1843.426,17000
13-Oct-90,0.8,21.05,6.49,13.77,2018.99,23000
14-Oct-90,0.03,24.25,7.65,15.95,1942.535,22000
15-Oct-90,0.07,19.96,4.45,12.205,2069.96,27000
16-Oct-90,3.02,25.84,10.23,18.035,2050.139,26000
17-Oct-90,12.2,23.08,6.47,14.775,1948.198,22500
18-Oct-90,0.01,13.25,2.43,7.84,1653.703,13500
19-Oct-90,0.03,15.72,-0.41,7.655,1843.426,16000
20-Oct-90,0.05,22.01,4.05,13.03,2089.782,27000
21-Oct-90,0.27,15.58,5.47,10.525,2018.99,23000
22-Oct-90,0.03,13.51,0.08,6.795,1928.376,22000
23-Oct-90,0.01,18.26,2.07,10.165,1973.683,23500
24-Oct-90,0.01,12.07,3.47,7.77,1970.852,23000
25-Oct-90,0,13,-0.02,6.49,2033.149,23000
26-Oct-90,0,16.42,-1.06,7.68,2307.822,31000
27-Oct-90,0.08,18.88,4.27,11.575,2285.168,30000
28-Oct-90,0.02,14.46,0.13,7.295,2214.376,29000
29-Oct-90,0,21.01,1.55,11.28,2432.416,34000
30-Oct-90,0,24.58,6.1,15.34,2370.119,33000
31-Oct-90,0,24.37,8.51,16.44,2251.188,30000
1-Nov-90,0,23.75,8.31,16.03,2180.396,29500
2-Nov-90,0,23.33,11.32,17.325,2316.317,31000
3-Nov-90,1.95,23.73,10.62,17.175,2307.822,29000
4-Nov-90,13.19,15.32,2.36,8.84,2237.03,16700
5-Nov-90,13.9,6.84,0.06,3.45,2205.881,47400
6-Nov-90,0,11.04,-1.39,4.825,2069.96,20400
7-Nov-90,0,7.66,-4.47,1.595,2132.257,11200
8-Nov-90,0.01,6.44,-5.12,0.66,2177.564,14200
9-Nov-90,0.74,10.78,-0.49,5.145,2220.04,14600
10-Nov-90,0.04,16.24,-1.1,7.57,2033.149,13000
11-Nov-90,0,18.57,-0.99,8.79,1902.891,11900
12-Nov-90,0,13.87,0.55,7.21,2052.97,13000
13-Nov-90,0,16.76,0.87,8.815,2010.495,14600
14-Nov-90,0,22.14,5.83,13.985,2035.98,13900
15-Nov-90,0,22.37,7.8,15.085,1968.02,12000
16-Nov-90,0,15.83,2.4,9.115,1837.762,9820
17-Nov-90,0,12.44,-1.35,5.545,1970.852,8460
18-Nov-90,0.26,12.79,2.96,7.875,2035.98,8260
19-Nov-90,0.03,16.74,7.37,12.055,1908.554,7940
20-Nov-90,0.64,19.61,5.8,12.705,2041.644,10200
21-Nov-90,5.45,19.19,12.08,15.635,1942.535,37600
22-Nov-90,0.06,14.12,3.76,8.94,1877.406,99400
23-Nov-90,0.07,12.75,3.08,7.915,1880.238,37000
24-Nov-90,0.06,18.82,2.37,10.595,1866.079,7790
25-Nov-90,0.1,20.3,5.69,12.995,1908.554,5050
26-Nov-90,10.75,22.3,9.22,15.76,1919.881,4760
27-Nov-90,31.39,23.16,2.58,12.87,1699.01,7130
28-Nov-90,0,6.23,-3.34,1.445,2146.416,17200
29-Nov-90,0.02,8.02,-4.31,1.855,2316.317,31300
30-Nov-90,0.04,11.98,-2.72,4.63,2327.644,54600
1-Dec-90,1.6,10.04,0.8,5.42,2446.574,76900
2-Dec-90,23.44,8.44,0.33,4.385,2551.347,99900
3-Dec-90,3.61,9.53,-3.12,3.205,2389.941,86500
4-Dec-90,0,2.86,-5.1,-1.12,2715.584,99300
5-Dec-90,0,10.97,-4.81,3.08,2582.495,116000
6-Dec-90,0,2.44,-5.52,-1.54,2616.475,103000
7-Dec-90,0,7.15,-5.98,0.585,2803.366,93700
8-Dec-90,0,9.73,-3.56,3.085,2973.267,84800
9-Dec-90,0,13.56,-1.34,6.11,2973.267,73100
10-Dec-90,0,12.24,0.02,6.13,2800.535,64900
11-Dec-90,0,16.04,-0.12,7.96,2831.683,82900
12-Dec-90,0.02,15.33,3.05,9.19,2792.04,50100
13-Dec-90,0.25,3.27,-1.28,0.995,2944.951,47000
14-Dec-90,4.58,6.26,-3.68,1.29,3058.218,40000
15-Dec-90,1.71,7.28,-1.02,3.13,2831.683,32900
16-Dec-90,6.17,3.15,-2.84,0.155,3086.535,32400
17-Dec-90,8.15,5.87,1.1,3.485,3114.852,29800
18-Dec-90,4.58,5.08,-3.43,0.825,3086.535,26200
19-Dec-90,0.19,8.06,-3.57,2.245,2860,18300
20-Dec-90,2.03,9.05,0.73,4.89,2780.713,13500
21-Dec-90,22,0.9,-7.52,-3.31,2916.634,18500
22-Dec-90,5.46,-8.04,-14.54,-11.29,2888.317,19900
23-Dec-90,3.06,-12.99,-21.38,-17.185,2775.05,19500
24-Dec-90,0,-5.78,-22.82,-14.3,2259.683,16200
25-Dec-90,0.29,-1.21,-16.13,-8.67,2095.446,17600
26-Dec-90,0.25,-10.75,-18.27,-14.51,2010.495,18300
