Date,PRECP,TMAX,TMIN,TMEAN,DISCH (CUM),SEDM
23-Aug-99,9.38,34.44,18.17,26.305,2438.079,28300
24-Aug-99,1.92,28.51,14.87,21.69,2491.881,25900
25-Aug-99,0.24,30.5,17.9,24.2,2585.327,22500
26-Aug-99,0,32.79,18.59,25.69,2616.475,25700
27-Aug-99,0,34.3,19.76,27.03,2661.782,25500
28-Aug-99,0,35.93,18.4,27.165,2667.446,24300
29-Aug-99,0.14,35.96,20.51,28.235,2726.911,21400
30-Aug-99,0.17,27.92,16.03,21.975,2690.099,20400
31-Aug-99,0,30.04,15.07,22.555,2636.297,19700
1-Sep-99,0.07,35.42,13.58,24.5,2540.02,22800
2-Sep-99,0.09,36.5,21.66,29.08,2506.04,20400
3-Sep-99,0.01,37,22.65,29.825,2387.109,19100
4-Sep-99,0,37.62,19.57,28.595,2203.05,17800
5-Sep-99,0.16,35.01,20.08,27.545,2050.139,16600
6-Sep-99,0,31.59,17.2,24.395,2035.98,15800
7-Sep-99,0.11,34.66,15.4,25.03,1854.752,12700
8-Sep-99,0.74,31.87,17.55,24.71,2067.129,13200
9-Sep-99,0,29.68,13.31,21.495,1968.02,14300
10-Sep-99,0,32.21,13.71,22.96,1747.149,11900
11-Sep-99,0.38,30.86,18.58,24.72,1665.03,11200
12-Sep-99,5.14,28.11,16.69,22.4,1500.792,10200
13-Sep-99,0,24.92,11.79,18.355,1684.852,11400
14-Sep-99,0.01,27.97,10.65,19.31,1616.891,11000
15-Sep-99,0,27.05,12.94,19.995,1764.139,11800
16-Sep-99,0,24.61,9.04,16.825,1642.376,11400
17-Sep-99,0,25.9,9.14,17.52,1766.97,13600
18-Sep-99,0.04,30.03,12.33,21.18,1716,12000
19-Sep-99,3.42,22.38,16.86,19.62,1820.772,13800
20-Sep-99,0.53,22.88,11.87,17.375,1430,12800
21-Sep-99,0,20.2,6.84,13.52,1758.475,15500
22-Sep-99,0,25.04,7.78,16.41,1449.822,12900
23-Sep-99,0,29.03,7.82,18.425,1497.96,13100
24-Sep-99,0.02,29.94,12.85,21.395,1534.772,11400
25-Sep-99,0,32.76,12.18,22.47,1529.109,11600
26-Sep-99,0.21,32.13,15.81,23.97,1480.97,13000
27-Sep-99,3.87,31.94,17.53,24.735,1548.931,12000
28-Sep-99,9.81,25.83,12.7,19.265,1608.396,14900
29-Sep-99,14.52,19.93,8.1,14.015,1849.089,17100
30-Sep-99,0.02,22.83,5.43,14.13,2191.723,16800
1-Oct-99,0.3,26.19,7.68,16.935,1939.703,20700
2-Oct-99,4.46,13.93,8.56,11.245,1749.98,16900
3-Oct-99,5.74,18.72,5.76,12.24,1665.03,16400
4-Oct-99,1.41,14.8,4.64,9.72,1650.871,17200
5-Oct-99,0,23.04,3.05,13.045,1645.208,15600
6-Oct-99,0.03,24.64,6.84,15.74,1628.218,14600
7-Oct-99,1.69,26.55,6.9,16.725,1551.762,13400
8-Oct-99,24.93,25.46,14.54,20,1605.564,13700
9-Oct-99,5.01,23.26,16.62,19.94,1387.525,13100
10-Oct-99,0.24,26.84,13.48,20.16,1463.98,11800
11-Oct-99,0,23.72,9.11,16.415,1636.713,11800
12-Oct-99,0,28.6,7.9,18.25,1574.416,11400
13-Oct-99,0,20.3,6.78,13.54,1577.248,13600
14-Oct-99,0.04,20.33,4.12,12.225,1585.743,12200
15-Oct-99,0.01,29.87,8.98,19.425,1509.287,10700
16-Oct-99,2.7,26.51,11.93,19.22,1345.05,10100
17-Oct-99,0.66,14.98,3.76,9.37,1248.772,9620
18-Oct-99,0,14.17,0.55,7.36,1370.535,11800
19-Oct-99,0.01,17.61,2.42,10.015,1299.743,9400
20-Oct-99,0.03,15.4,0.65,8.025,1379.03,10300
21-Oct-99,0,23.49,4.35,13.92,1333.723,10600
22-Oct-99,0,16.38,5.17,10.775,1132.673,8490
23-Oct-99,0,11.63,0.56,6.095,1316.733,10400
24-Oct-99,0,13.73,-2.51,5.61,1257.267,9860
25-Oct-99,0,21.51,0.65,11.08,1342.218,9500
26-Oct-99,0.01,22.3,3.87,13.085,1364.871,9850
27-Oct-99,0,26.88,5.63,16.255,1441.327,10200
28-Oct-99,0,27.31,10.38,18.845,1251.604,9510
29-Oct-99,0,24.84,11.81,18.325,1370.535,10000
30-Oct-99,0.01,25.86,11.01,18.435,1458.317,10600
31-Oct-99,0.2,26.31,12.7,19.505,1299.743,9010
1-Nov-99,3.15,23.53,9.13,16.33,1373.366,9370
2-Nov-99,0,9.12,-0.02,4.55,1078.871,7130
3-Nov-99,0.01,15.23,-2.56,6.335,1254.436,7580
4-Nov-99,0,20.08,2.2,11.14,1285.584,6900
5-Nov-99,0,25.62,6.55,16.085,1350.713,6780
6-Nov-99,0.02,25.93,9.68,17.805,1319.564,7500
7-Nov-99,0,24.5,8.76,16.63,1305.406,7870
8-Nov-99,0,26.11,9.79,17.95,1144,6520
9-Nov-99,0,24.95,10.88,17.915,1152.495,7260
10-Nov-99,0.06,23.27,9.92,16.595,1209.129,7980
11-Nov-99,0,15.35,6.84,11.095,1172.317,7760
12-Nov-99,0,24.19,6,15.095,1469.644,8880
13-Nov-99,0,26.19,8.01,17.1,1183.644,7000
14-Nov-99,0,17.43,4.18,10.805,1226.119,7440
15-Nov-99,0,14.94,-0.25,7.345,1217.624,6400
16-Nov-99,0.1,14.48,0.93,7.705,1373.366,7700
17-Nov-99,0.06,16.18,-0.14,8.02,1279.921,7000
18-Nov-99,0.01,23.02,6.35,14.685,1446.99,9160
19-Nov-99,0.2,14.91,3.32,9.115,1277.089,7760
20-Nov-99,0,11.94,-0.12,5.91,1152.495,5920
21-Nov-99,0.01,17.36,1.32,9.34,1430,7400
22-Nov-99,6.21,14.54,7.3,10.92,1455.485,7430
23-Nov-99,7.8,20.2,4.2,12.2,1138.337,6100
24-Nov-99,0,11.56,-0.69,5.435,1475.307,7880
25-Nov-99,0.05,10.07,0.38,5.225,1503.624,7530
26-Nov-99,0,14.4,-1.66,6.37,1322.396,6460
27-Nov-99,0,15.3,1.74,8.52,1582.911,7630
28-Nov-99,0,11.46,0.67,6.065,1565.921,7940
29-Nov-99,0,10.16,-3.53,3.315,1665.03,9150
30-Nov-99,0,6.29,-5.35,0.47,1582.911,9270
1-Dec-99,0,12.8,-3.1,4.85,1769.802,10300
2-Dec-99,0.32,18.74,2.44,10.59,1540.436,7630
3-Dec-99,9.02,19.29,8.75,14.02,1665.03,8970
4-Dec-99,13.82,19.68,8.98,14.33,1548.931,8410
5-Dec-99,24.2,14.03,-3.57,5.23,1667.861,9060
6-Dec-99,0,5.54,-5.22,0.16,1642.376,8970
7-Dec-99,0,12.07,-1.91,5.08,2081.287,11400
8-Dec-99,2.63,11.64,-1.7,4.97,1953.861,11800
9-Dec-99,15.44,9.69,3.88,6.785,1667.861,9810
10-Dec-99,2.87,7.3,-3.03,2.135,1684.852,7360
11-Dec-99,1.04,7.47,-5.16,1.155,1868.911,9050
12-Dec-99,1.91,6.08,-0.94,2.57,1849.089,9340
13-Dec-99,0.11,7.13,-2.67,2.23,1639.545,9540
14-Dec-99,0.76,6.97,-2.75,2.11,1565.921,8860
15-Dec-99,2.13,3.32,-2.87,0.225,1435.663,7100
16-Dec-99,0.08,2.75,-5.08,-1.165,1529.109,7620
17-Dec-99,0.03,7.12,-3.42,1.85,1721.663,9280
18-Dec-99,0.03,3.35,-4.27,-0.46,1616.891,8650
19-Dec-99,0.04,6.21,-4.14,1.035,1701.842,10300
20-Dec-99,0.09,1.01,-7.64,-3.315,1302.574,8270
21-Dec-99,0,-1.63,-7.54,-4.585,1231.782,7880
22-Dec-99,0.08,1.78,-8.32,-3.27,1189.307,7060
23-Dec-99,0.23,0.69,-8.23,-3.77,1237.446,8110
24-Dec-99,0.12,-0.07,-9.3,-4.685,1367.703,11900
25-Dec-99,0,6.01,-10.16,-2.075,1285.584,11700
26-Dec-99,0.01,3.91,-3.19,0.36,1175.149,8080
27-Dec-99,0.06,2.8,-8.46,-2.83,1279.921,9300
28-Dec-99,0,7.3,-8.01,-0.355,1197.802,9320
29-Dec-99,0,11.47,-1.37,5.05,1291.248,9490
30-Dec-99,0.01,6.86,-2.24,2.31,1472.475,11000
31-Dec-99,0,9.35,-1.81,3.77,1492.297,11700
1-Jan-00,0.02,9.24,-2.97,3.135,1554.594,11500
2-Jan-00,0.64,15.16,0.02,7.59,1684.852,11800
3-Jan-00,8.7,7.14,-0.98,3.08,1520.614,10300
4-Jan-00,0.05,-1.68,-6.9,-4.29,1277.089,9000
5-Jan-00,0,3.33,-6.78,-1.725,1396.02,10600
6-Jan-00,0,8.22,-2.99,2.615,1537.604,11200
7-Jan-00,0,5.8,-3.68,1.06,1144,7760
8-Jan-00,2.53,3.88,-2.34,0.77,1260.099,9650
9-Jan-00,0.6,11.18,1.44,6.31,1305.406,9590
10-Jan-00,0.46,12.41,1.89,7.15,1240.277,8480
11-Jan-00,0.02,5.75,-2.31,1.72,1124.178,7910
12-Jan-00,0,13.02,-2.86,5.08,1466.812,10200
13-Jan-00,0,2.01,-5.54,-1.765,1381.861,11200
14-Jan-00,0,6.42,-5.39,0.515,1350.713,15000
15-Jan-00,0,11.59,-2.19,4.7,1285.584,11200
16-Jan-00,0.22,8.35,-1.38,3.485,1030.733,7400
17-Jan-00,2.66,-0.13,-2.38,-1.255,1203.465,7420
18-Jan-00,0.01,5.36,-3.94,0.71,1070.376,7230
19-Jan-00,1.78,5.5,-2.27,1.615,1039.228,7600
20-Jan-00,0.01,-3.84,-10.46,-7.15,965.604,7080
21-Jan-00,0.08,4.14,-7.54,-1.7,1047.723,7410
22-Jan-00,0.78,4.29,-2.28,1.005,1112.851,8490
23-Jan-00,0.16,0.79,-8.88,-4.045,903.307,8720
24-Jan-00,0,0.58,-12.86,-6.14,931.624,8490
25-Jan-00,0.12,-1.86,-8.22,-5.04,883.485,7550
26-Jan-00,0,-2.61,-13.02,-7.815,993.921,7440
27-Jan-00,0,-0.31,-12.17,-6.24,1192.139,7720
28-Jan-00,1.16,-2.75,-8.24,-5.495,1245.941,8250
29-Jan-00,4.43,-3.12,-6.25,-4.685,1285.584,8700
30-Jan-00,0.39,-1,-7.02,-4.01,1107.188,7700
31-Jan-00,0,1.94,-10.79,-4.425,1121.347,7990
1-Feb-00,0.12,2.34,-7.49,-2.575,1056.218,7720
2-Feb-00,0.1,4.87,-9.45,-2.29,1044.891,7410
3-Feb-00,0.31,8.41,-2.14,3.135,1081.703,8210
4-Feb-00,0.04,1.18,-4.01,-1.415,863.663,9760
5-Feb-00,0,4.22,-6.52,-1.15,1030.733,10200
6-Feb-00,0.01,8.76,-2.23,3.265,1211.96,11200
7-Feb-00,0,8.57,-3.46,2.555,1132.673,10500
8-Feb-00,0.03,9.16,-3.85,2.655,1206.297,8070
9-Feb-00,0,17.91,-1.1,8.405,1050.554,6940
10-Feb-00,0.86,16.62,0.16,8.39,1013.743,7360
11-Feb-00,1.18,2.48,-2.68,-0.1,925.96,8800
12-Feb-00,0.39,6.75,-4.11,1.32,1172.317,12100
13-Feb-00,3.89,5.18,-1.25,1.965,1073.208,8130
14-Feb-00,0.16,3.73,-3.03,0.35,1084.535,8110
15-Feb-00,0.05,12.79,-3.07,4.86,1104.356,9330
16-Feb-00,0.05,7.19,-3.58,1.805,1039.228,9520
17-Feb-00,27.4,3.56,-3.29,0.135,1308.238,11900
18-Feb-00,11.78,2.33,-2.22,0.055,1237.446,11600
19-Feb-00,0.01,3.45,-6.7,-1.625,1141.168,11400
20-Feb-00,0.06,8.21,-5.45,1.38,1149.663,8400
21-Feb-00,0.03,13.58,-2.38,5.6,1095.861,8230
22-Feb-00,0.26,19.43,6.9,13.165,988.257,8080
23-Feb-00,1.19,16.87,8.72,12.795,1118.515,9090
24-Feb-00,0.59,22.98,10.45,16.715,1186.475,9750
25-Feb-00,5.78,21.23,12.19,16.71,1311.069,11600
26-Feb-00,6.01,17.49,5.74,11.615,2101.109,20600
27-Feb-00,0,14.03,1.4,7.715,2944.951,46000
28-Feb-00,0.08,18.08,0.96,9.52,3199.802,60000
29-Feb-00,2.26,17.8,5.25,11.525,3199.802,60800
1-Mar-00,0.12,12.44,2.84,7.64,3058.218,51600
2-Mar-00,0.26,11.41,-1.16,5.125,2817.525,40900
3-Mar-00,4.99,8.32,-0.95,3.685,3029.901,47000
4-Mar-00,0,14.94,-3.75,5.595,3171.485,51600
5-Mar-00,0.1,18.87,-0.17,9.35,3199.802,42300
6-Mar-00,0,23.13,2.33,12.73,3228.119,43200
7-Mar-00,0,26.74,9.3,18.02,3143.168,39600
8-Mar-00,0.07,25.55,11.55,18.55,3029.901,41300
9-Mar-00,0.06,12.02,2.19,7.105,2860,41300
10-Mar-00,1.05,10.59,-1.62,4.485,2806.198,42100
11-Mar-00,6.55,4.93,-3.66,0.635,2916.634,40300
12-Mar-00,0.33,12.07,-5.24,3.415,2888.317,38000
13-Mar-00,0.57,14.31,2.55,8.43,2729.743,33600
14-Mar-00,0.8,16.25,-0.22,8.015,2633.465,30900
15-Mar-00,1.42,22.49,4.98,13.735,2426.753,28200
16-Mar-00,2.99,9.22,0.4,4.81,2506.04,33000
17-Mar-00,0.02,10.1,-4.18,2.96,2624.97,37200
18-Mar-00,5.92,7.32,0.39,3.855,2627.802,36100
19-Mar-00,13.09,10.53,3.3,6.915,2355.96,31800
20-Mar-00,2.23,6.95,2.69,4.82,2203.05,29400
21-Mar-00,0.32,12.8,3.21,8.005,2115.267,25400
22-Mar-00,0.06,16.48,3.32,9.9,2194.554,25000
23-Mar-00,0.87,21.46,5.31,13.385,2186.059,22300
24-Mar-00,0.35,23.03,10.26,16.645,1914.218,14300
25-Mar-00,0.44,19.98,6.28,13.13,1820.772,16100
26-Mar-00,13.53,22.57,6.11,14.34,1718.832,18800
27-Mar-00,0.2,17.4,3.5,10.45,1854.752,20200
28-Mar-00,0,11.67,-0.64,5.515,1514.951,11700
29-Mar-00,0.07,11.78,0.43,6.105,1800.951,18700
30-Mar-00,0.01,14.11,1.17,7.64,1900.059,23700
31-Mar-00,0,19.19,4.46,11.825,1832.099,18000
1-Apr-00,0.1,19.99,6.52,13.255,1965.188,16500
2-Apr-00,0.46,15.63,8.3,11.965,1730.158,17300
3-Apr-00,0.03,14.77,4.28,9.525,1766.97,18000
4-Apr-00,0,10.92,-0.25,5.335,1500.792,15100
5-Apr-00,1.06,24.9,0.34,12.62,1795.287,17600
6-Apr-00,3.21,18.37,6.56,12.465,1744.317,15200
7-Apr-00,4.82,19.99,2.25,11.12,1718.832,18400
8-Apr-00,0.16,10.4,0.45,5.425,1478.139,16000
9-Apr-00,0.19,20.47,-0.13,10.17,1554.594,14400
10-Apr-00,0.83,21.32,3.78,12.55,1554.594,12100
11-Apr-00,0.21,15.56,2.77,9.165,1608.396,15800
12-Apr-00,0,13.96,-0.94,6.51,1597.069,14100
13-Apr-00,0,20.78,0.97,10.875,1812.277,20200
14-Apr-00,0.04,23.5,5.55,14.525,1602.733,18400
15-Apr-00,0.84,25.78,8.71,17.245,1458.317,16600
16-Apr-00,8.46,22.16,6.53,14.345,1418.673,17400
17-Apr-00,0.27,12,4.07,8.035,1424.337,17900
18-Apr-00,0,22.56,5.02,13.79,1588.574,17700
19-Apr-00,3.81,28.19,11.43,19.81,1792.455,21300
20-Apr-00,6.98,19.57,7.08,13.325,1350.713,17800
21-Apr-00,0.24,17.9,5.01,11.455,1919.881,25600
22-Apr-00,0.07,22.69,4.53,13.61,2916.634,44000
23-Apr-00,8.13,18.57,9.51,14.04,3426.337,61300
24-Apr-00,2.42,17.53,8.62,13.075,3001.584,52200
25-Apr-00,0,20.26,3.9,12.08,2916.634,62500
26-Apr-00,0.09,22.52,4.25,13.385,3001.584,56100
27-Apr-00,3.6,16.07,8,12.035,2973.267,57000
28-Apr-00,0.69,23.14,5.4,14.27,3001.584,56600
29-Apr-00,0.17,21.83,10.05,15.94,3001.584,60100
30-Apr-00,0.15,26.52,8.24,17.38,3199.802,58300
1-May-00,1.1,23.9,11.75,17.825,3058.218,62600
2-May-00,0.68,25.38,12.23,18.805,2817.525,59700
3-May-00,0.45,25.37,13.79,19.58,2860,50400
4-May-00,0.04,26.71,15.3,21.005,2667.446,37000
5-May-00,0.99,28.87,15.1,21.985,2449.406,35700
6-May-00,36.19,25.93,16.79,21.36,2415.426,35000
7-May-00,7.4,28.76,18.83,23.795,2528.693,36100
8-May-00,5,30.46,18.4,24.43,2180.396,34100
9-May-00,4.09,21.3,9.98,15.64,2086.951,23900
10-May-00,0,24.17,7.08,15.625,2112.436,26200
11-May-00,0.7,32.01,12.38,22.195,2265.347,32400
12-May-00,2.89,30.15,15.5,22.825,2254.02,33400
13-May-00,0,18.71,7.91,13.31,2126.594,29000
14-May-00,0.02,22.31,4.98,13.645,2197.386,25600
15-May-00,0,23.7,9.31,16.505,2293.663,29800
16-May-00,0.12,27.99,10.88,19.435,2256.852,32400
17-May-00,0.86,31.5,17.64,24.57,2262.515,31500
18-May-00,1.97,28.84,16.43,22.635,2372.951,29600
19-May-00,0.1,18.87,11.23,15.05,2188.891,25200
20-May-00,0.08,22.74,10.13,16.435,2098.277,24200
21-May-00,1.11,23,8.61,15.805,2607.98,36600
22-May-00,4.65,29.79,12.78,21.285,2803.366,41900
23-May-00,4.71,31.3,18.17,24.735,3001.584,54800
24-May-00,0.65,31.41,17.62,24.515,3029.901,51600
25-May-00,0.47,27.62,15.14,21.38,3114.852,51900
26-May-00,41.07,22.24,14.49,18.365,3086.535,56400
27-May-00,15.46,26.21,15.68,20.945,3398.02,71100
28-May-00,0.12,21.62,12.58,17.1,3511.287,106000
29-May-00,0.03,25.47,10.26,17.865,3284.753,67200
30-May-00,0.33,32.44,15.28,23.86,3199.802,50500
31-May-00,1.22,32.91,19.75,26.33,3143.168,45500
1-Jun-00,0.05,32.8,18.08,25.44,2916.634,46600
2-Jun-00,0.04,26.55,15.37,20.96,3398.02,62500
3-Jun-00,0,25.69,12.19,18.94,3936.04,80200
4-Jun-00,10.62,29.28,12.69,20.985,3822.772,93400
5-Jun-00,1.06,21.45,11.44,16.445,4247.525,99100
6-Jun-00,0,24.73,9.08,16.905,4700.594,116000
7-Jun-00,0.01,28.13,10.37,19.25,4842.178,127000
8-Jun-00,0,32.36,13.38,22.87,4898.812,135000
9-Jun-00,0,32.8,14.78,23.79,5068.713,142000
10-Jun-00,4.25,31.99,20.18,26.085,5210.297,146000
11-Jun-00,18.72,26.19,21.28,23.735,5351.881,145000
12-Jun-00,4.25,30.94,20.73,25.835,5663.366,172000
13-Jun-00,2.27,33.22,21.5,27.36,5833.267,159000
14-Jun-00,4.61,28.36,17.57,22.965,5889.901,138000
15-Jun-00,0,31.12,14.65,22.885,6059.802,139000
16-Jun-00,17.94,25.9,16.61,21.255,6116.436,142000
17-Jun-00,2.9,23.47,15.05,19.26,6229.703,147000
18-Jun-00,0.14,25.5,14.13,19.815,6399.604,170000
19-Jun-00,1.67,28.92,14.2,21.56,6541.188,158000
20-Jun-00,34.04,30.36,21.48,25.92,6626.139,168000
21-Jun-00,5.63,28.33,17.76,23.045,6937.624,187000
22-Jun-00,1.72,29.91,15.8,22.855,6909.307,174000
23-Jun-00,37.68,28.12,19.58,23.85,6711.089,164000
24-Jun-00,19.6,27.01,20.6,23.805,7050.891,184000
25-Jun-00,1.62,29.45,18.1,23.775,7362.376,191000
26-Jun-00,21.86,24.86,19.33,22.095,7560.594,239000
27-Jun-00,0.16,25.89,16.15,21.02,7957.03,224000
28-Jun-00,0.5,25.71,15.76,20.735,8183.564,176000
29-Jun-00,0,26.01,14.29,20.15,8240.198,207000
30-Jun-00,3.56,24.94,15.11,20.025,7957.03,183000
1-Jul-00,3.41,28,17.69,22.845,7532.277,176000
2-Jul-00,8.99,31.53,20.9,26.215,7135.842,158000
3-Jul-00,4.47,30.66,22.73,26.695,6909.307,152000
4-Jul-00,4.7,30.91,23.94,27.425,6682.772,146000
5-Jul-00,1.47,32.13,22.44,27.285,6541.188,136000
6-Jul-00,1.85,31.16,22.76,26.96,6456.238,125000
7-Jul-00,0.01,30.65,20.62,25.635,6484.555,161000
8-Jul-00,0.02,31.6,18.76,25.18,6456.238,168000
9-Jul-00,2.3,34.01,19.73,26.87,6342.97,164000
10-Jul-00,2.88,35.7,22.9,29.3,5918.218,173000
11-Jul-00,11.38,31.8,24.31,28.055,4927.129,106000
12-Jul-00,2.38,31.29,23.5,27.395,4813.861,110000
13-Jul-00,0.11,31.4,22.03,26.715,4842.178,110000
14-Jul-00,0,33.13,20.13,26.63,4898.812,107000
15-Jul-00,0.29,30.8,19.26,25.03,5266.931,116000
16-Jul-00,1.53,31.54,19.65,25.595,5493.465,100000
17-Jul-00,8.14,31.13,19.94,25.535,5748.317,102000
18-Jul-00,18.05,28.59,20.08,24.335,5889.901,129000
19-Jul-00,1.07,25.03,15.96,20.495,6144.753,133000
20-Jul-00,0.03,27.57,17.14,22.355,6059.802,124000
21-Jul-00,0,26.48,16.59,21.535,5889.901,125000
22-Jul-00,0,25.12,13.54,19.33,5776.634,113000
23-Jul-00,0,27.25,14.37,20.81,5691.683,99800
24-Jul-00,0,27.53,14.44,20.985,5380.198,100000
25-Jul-00,0,29.33,15.59,22.46,4275.842,73500
26-Jul-00,0.18,31.66,15.4,23.53,3426.337,43500
27-Jul-00,6.54,31.52,17.1,24.31,2775.05,32300
28-Jul-00,18.54,28.12,21.46,24.79,2752.396,33900
29-Jul-00,5.69,26.58,19.9,23.24,2531.525,33900
30-Jul-00,3.56,27.52,18.01,22.765,2033.149,24100
31-Jul-00,2.62,27.84,18.36,23.1,2324.812,22600
1-Aug-00,0.03,31.29,17.4,24.345,2265.347,20100
2-Aug-00,1.25,33.04,19.48,26.26,2174.733,21500
3-Aug-00,0.61,30.24,19.69,24.965,2446.574,31500
4-Aug-00,0.13,29.73,17.41,23.57,2537.188,34800
5-Aug-00,4.33,34.26,19.47,26.865,2370.119,37700
6-Aug-00,3.54,33.3,23.9,28.6,1849.089,20800
7-Aug-00,4.99,34.01,20.92,27.465,1866.079,17100
8-Aug-00,29.66,30.71,22.19,26.45,2254.02,18100
9-Aug-00,0.37,32.07,22.54,27.305,2242.693,24800
10-Aug-00,0,30.94,18.83,24.885,2191.723,24200
11-Aug-00,0,31.36,18.07,24.715,2183.228,22100
12-Aug-00,0,30.69,16.83,23.76,2002,16900
13-Aug-00,0.11,32.5,16.49,24.495,2016.158,15000
14-Aug-00,0.07,32.12,18.26,25.19,1486.634,9890
15-Aug-00,0.09,37.41,21.98,29.695,1435.663,9730
16-Aug-00,0.62,34.48,21.05,27.765,1616.891,12200
17-Aug-00,11.55,39.05,20.98,30.015,1744.317,18500
18-Aug-00,0.69,28.36,18.34,23.35,1834.931,19500
19-Aug-00,4.36,25.38,15.15,20.265,1829.267,15700
20-Aug-00,7.8,25.42,16.33,20.875,2004.832,15100
21-Aug-00,0.32,31.01,16.84,23.925,1900.059,15100
22-Aug-00,5.49,34.77,20.55,27.66,1851.921,13700
23-Aug-00,2.51,35.87,21.71,28.79,1962.356,13800
24-Aug-00,23.66,30.54,21.9,26.22,2242.693,18500
25-Aug-00,1.36,32.14,20.58,26.36,2440.911,20600
26-Aug-00,1.56,31.49,21.61,26.55,2146.416,16300
27-Aug-00,1.08,32.92,21.34,27.13,1792.455,12500
28-Aug-00,0.09,36.95,21.08,29.015,1693.347,10400
29-Aug-00,0.01,36.59,20.69,28.64,1475.307,9810
30-Aug-00,0.01,35.69,23.51,29.6,1381.861,9480
31-Aug-00,0.03,37.18,22.19,29.685,1659.366,10200
1-Sep-00,0,37.34,21.23,29.285,1815.109,11200
2-Sep-00,0,36.66,22.45,29.555,1687.683,12000
3-Sep-00,0,35.79,21.36,28.575,1608.396,10300
4-Sep-00,0.07,30.64,17.11,23.875,1614.059,10600
5-Sep-00,0,26.56,13.98,20.27,1421.505,10200
6-Sep-00,0,28.98,10.15,19.565,1514.951,9750
7-Sep-00,0.03,32.31,16.42,24.365,1523.446,9550
8-Sep-00,0.04,32.43,18.54,25.485,1401.683,8320
9-Sep-00,1.31,32.69,19.64,26.165,1506.455,9460
10-Sep-00,2.22,33.43,21.17,27.3,1582.911,9440
11-Sep-00,12.76,35.07,21.98,28.525,1662.198,10900
12-Sep-00,2.06,28.12,14.67,21.395,1444.158,9620
13-Sep-00,0.01,30.14,11.71,20.925,1523.446,10500
14-Sep-00,3.04,28.4,14.21,21.305,1761.307,12000
15-Sep-00,0.08,23.65,10.92,17.285,1851.921,17100
16-Sep-00,0.01,23.54,7.83,15.685,1925.545,17700
17-Sep-00,0.01,30.98,9.75,20.365,2010.495,14400
18-Sep-00,0,32.63,12.56,22.595,2231.366,15100
19-Sep-00,0.16,34.98,14,24.49,2103.941,17200
20-Sep-00,3.49,22.43,10.69,16.56,1820.772,14500
21-Sep-00,0.02,21.95,6.76,14.355,1891.564,13700
22-Sep-00,3.46,32,10.49,21.245,2050.139,17300
23-Sep-00,4.24,25.5,15.18,20.34,1659.366,16000
24-Sep-00,17.74,18.69,12.19,15.44,1546.099,17400
25-Sep-00,13.03,13.63,5.3,9.465,1727.327,17000
26-Sep-00,0,21.49,4.19,12.84,2061.465,18800
27-Sep-00,0.23,25.98,6.49,16.235,2180.396,18600
28-Sep-00,0,24.44,8.61,16.525,1713.168,14500
29-Sep-00,0,25.8,8.23,17.015,1699.01,15500
30-Sep-00,0.07,27.74,9.51,18.625,1667.861,16200
1-Oct-00,0.01,30.3,13.4,21.85,1463.98,9630
2-Oct-00,0,31.9,13.67,22.785,1260.099,12900
3-Oct-00,1.59,32.37,14.99,23.68,1274.257,12500
4-Oct-00,20.6,22.45,14.51,18.48,1514.951,12400
5-Oct-00,18.15,18.94,9.65,14.295,2010.495,15500
6-Oct-00,0.1,12.12,1.39,6.755,1735.822,19500
7-Oct-00,0.01,9.23,-1.56,3.835,1619.723,17700
8-Oct-00,0.03,11.3,-1.6,4.85,1554.594,15000
9-Oct-00,0.02,14.52,-2.2,6.16,1418.673,11200
10-Oct-00,0.01,18.68,0.27,9.475,1036.396,10900
11-Oct-00,0.06,21.09,2.2,11.645,1132.673,9710
12-Oct-00,0.01,24.92,4.82,14.87,1288.416,10100
13-Oct-00,0.05,27.94,9.58,18.76,1588.574,12200
14-Oct-00,13.24,21.68,14.36,18.02,1220.455,11300
15-Oct-00,5.17,22.44,13.2,17.82,1744.317,10700
16-Oct-00,10.63,18.9,10.4,14.65,1786.792,10400
17-Oct-00,0.33,19.88,7.9,13.89,1693.347,8390
18-Oct-00,0,22.04,7.63,14.835,1438.495,9070
19-Oct-00,0,24.61,7.27,15.94,1214.792,8520
20-Oct-00,0,25.04,7.81,16.425,957.109,8080
21-Oct-00,0.05,24.76,12.12,18.44,1002.416,6230
22-Oct-00,2.54,21.21,12.09,16.65,1166.653,5420
23-Oct-00,1.58,26.56,13.37,19.965,1540.436,7040
24-Oct-00,0.12,26.32,14.58,20.45,1602.733,7720
25-Oct-00,0.02,26.51,15.16,20.835,1441.327,8220
26-Oct-00,0.03,26.33,14.73,20.53,1413.01,9090
27-Oct-00,0.01,24.3,13.23,18.765,1520.614,9070
28-Oct-00,0,19.45,9.3,14.375,1574.416,9400
29-Oct-00,0,18.63,7.59,13.11,1809.446,10700
30-Oct-00,0.01,24.26,9.75,17.005,1863.248,8920
31-Oct-00,0.77,24.3,13.37,18.835,1749.98,7940
1-Nov-00,1.47,27.69,14.89,21.29,1441.327,8170
2-Nov-00,2.06,22.21,10.61,16.41,1251.604,6620
3-Nov-00,0,17.83,6.53,12.18,1228.951,8160
4-Nov-00,0.18,15.98,4.81,10.395,1441.327,7920
5-Nov-00,0.24,17.67,2.55,10.11,1608.396,7050
6-Nov-00,22.5,20.15,7.12,13.635,2135.089,6770
