Date,PRECP,TMEAN,TMAX,DISCH,TMIN,SEDM
9/27/1991,0.529373203,0.534562044,0.554927464,0.49054544,0.558236408,0.494139687
9/28/1991,0.529407706,0.564963504,0.576038019,0.485000007,0.580470652,0.494255875
9/29/1991,0.528487637,0.587262774,0.586143072,0.480818203,0.6025967,0.493355091
9/30/1991,0.527889592,0.591970803,0.593546773,0.475000012,0.60156884,0.493498695
10/1/1991,0.52813111,0.608613139,0.614157079,0.478454559,0.603949148,0.492483029
10/2/1991,0.528867165,0.599562044,0.588094047,0.479272736,0.618717879,0.492650131
10/4/1991,0.527740081,0.551131387,0.58134067,0.481090928,0.554233162,0.492997389
10/7/1991,0.527659574,0.537919708,0.594597299,0.481909105,0.520313768,0.493898172
10/8/1991,0.527740081,0.594379562,0.630865433,0.48872728,0.564782256,0.492475196
10/9/1991,0.527694077,0.616313869,0.640270135,0.481181816,0.587124696,0.491245431
10/10/1991,0.526762507,0.585875912,0.614807404,0.478545478,0.569542873,0.489916449
10/11/1991,0.527901093,0.617591241,0.617458729,0.467999999,0.613686773,0.488394256
10/12/1991,0.527889592,0.576459854,0.567533767,0.466090887,0.606708142,0.487116188
10/13/1991,0.528027602,0.518284672,0.535517759,0.473000013,0.555098729,0.488744125
10/14/1991,0.5280046,0.508065693,0.517308654,0.467363661,0.559642954,0.490144909
